song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Airbag,Radiohead,0.306,0.872,2,-7.313,1,0.05,0.00792,0.8,0.261,0.648,167.946,audio_features,3OsUjkcv1C1v5udFhgRSFg,spotify:track:3OsUjkcv1C1v5udFhgRSFg,https://api.spotify.com/v1/tracks/3OsUjkcv1C1v5udFhgRSFg,https://api.spotify.com/v1/audio-analysis/3OsUjkcv1C1v5udFhgRSFg,287880,4,0
À La Chaîne,Karkwa,0.314,0.874,9,-6.33,1,0.0398,0.05,0.0784,0.411,0.398,159.829,audio_features,2Ol6GoKiAvPOyk52QIQvf7,spotify:track:2Ol6GoKiAvPOyk52QIQvf7,https://api.spotify.com/v1/tracks/2Ol6GoKiAvPOyk52QIQvf7,https://api.spotify.com/v1/audio-analysis/2Ol6GoKiAvPOyk52QIQvf7,265573,4,0
Alaska,Karkwa,0.216,0.517,2,-8.211,0,0.0325,0.0366,0.318,0.35,0.129,99.434,audio_features,1mYPdmzGjsYpWnFF2XO3MJ,spotify:track:1mYPdmzGjsYpWnFF2XO3MJ,https://api.spotify.com/v1/tracks/1mYPdmzGjsYpWnFF2XO3MJ,https://api.spotify.com/v1/audio-analysis/1mYPdmzGjsYpWnFF2XO3MJ,322547,3,0
All Alone,Humble Braggers,0.432,0.796,0,-9.39,1,0.0546,0.000613,1.79e-05,0.239,0.183,119.997,audio_features,5GRhjCK4XgTajZvcP8FsRw,spotify:track:5GRhjCK4XgTajZvcP8FsRw,https://api.spotify.com/v1/tracks/5GRhjCK4XgTajZvcP8FsRw,https://api.spotify.com/v1/audio-analysis/5GRhjCK4XgTajZvcP8FsRw,216911,4,0
All I Ever Wanted,Vance Joy,0.518,0.624,0,-6.134,1,0.0256,0.0312,0.000171,0.131,0.241,87.565,audio_features,62nFeTispaiYq1KzGrONsl,spotify:track:62nFeTispaiYq1KzGrONsl,https://api.spotify.com/v1/tracks/62nFeTispaiYq1KzGrONsl,https://api.spotify.com/v1/audio-analysis/62nFeTispaiYq1KzGrONsl,216880,4,0
All Is Full of Love,Björk,0.481,0.49,6,-10.098,1,0.0271,0.0536,0.123,0.0915,0.0378,152.04,audio_features,3rrtbnOBDzKQfyYKTezEFe,spotify:track:3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/tracks/3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/audio-analysis/3rrtbnOBDzKQfyYKTezEFe,287000,4,0
All My Loving - Anthology 1 Version,The Beatles,0.261,0.805,0,-5.722,0,0.0408,0.0436,0.0,0.375,0.858,155.586,audio_features,2vCsB0tzKlAtsSwB4NBprX,spotify:track:2vCsB0tzKlAtsSwB4NBprX,https://api.spotify.com/v1/tracks/2vCsB0tzKlAtsSwB4NBprX,https://api.spotify.com/v1/audio-analysis/2vCsB0tzKlAtsSwB4NBprX,139333,4,0
All My Loving - Live / Remastered,The Beatles,0.203,0.663,1,-8.037,0,0.0349,0.0203,0.0,0.899,0.725,169.994,audio_features,7j021TxcicWprdXpCcMBeH,spotify:track:7j021TxcicWprdXpCcMBeH,https://api.spotify.com/v1/tracks/7j021TxcicWprdXpCcMBeH,https://api.spotify.com/v1/audio-analysis/7j021TxcicWprdXpCcMBeH,135253,5,0
All Of The Time,Plants and Animals,0.55,0.751,11,-7.818,0,0.0754,0.225,0.345,0.133,0.347,144.296,audio_features,1zwB5h9WqvAlOTOUapSNSe,spotify:track:1zwB5h9WqvAlOTOUapSNSe,https://api.spotify.com/v1/tracks/1zwB5h9WqvAlOTOUapSNSe,https://api.spotify.com/v1/audio-analysis/1zwB5h9WqvAlOTOUapSNSe,219618,4,0
All That I Am,WhoMadeWho,0.607,0.811,0,-6.618,1,0.0443,0.033,0.354,0.376,0.339,118.987,audio_features,6g4jkJItHpKs8Ljwt0EEMx,spotify:track:6g4jkJItHpKs8Ljwt0EEMx,https://api.spotify.com/v1/tracks/6g4jkJItHpKs8Ljwt0EEMx,https://api.spotify.com/v1/audio-analysis/6g4jkJItHpKs8Ljwt0EEMx,331507,4,0
All The Time,The Strokes,0.403,0.883,2,-6.054,1,0.0745,8.44e-05,0.65,0.126,0.078,141.945,audio_features,7uFZNMEZzAGOwQ6EZID1K4,spotify:track:7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/tracks/7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/audio-analysis/7uFZNMEZzAGOwQ6EZID1K4,181373,4,0
All These Things That I've Done,The Killers,0.557,0.728,6,-6.181,1,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,audio_features,0kYUrLVQOfx21xuXu7OGrT,spotify:track:0kYUrLVQOfx21xuXu7OGrT,https://api.spotify.com/v1/tracks/0kYUrLVQOfx21xuXu7OGrT,https://api.spotify.com/v1/audio-analysis/0kYUrLVQOfx21xuXu7OGrT,301573,4,0
All You Need Is Love - Remastered 2015,The Beatles,0.397,0.625,7,-5.829,1,0.0347,0.437,5.47e-06,0.263,0.676,104.54,audio_features,6KqiVlOLfDzJViJVAPym1p,spotify:track:6KqiVlOLfDzJViJVAPym1p,https://api.spotify.com/v1/tracks/6KqiVlOLfDzJViJVAPym1p,https://api.spotify.com/v1/audio-analysis/6KqiVlOLfDzJViJVAPym1p,227760,4,0
Alter Ego,Tame Impala,0.31,0.844,0,-3.582,1,0.0497,0.0142,0.224,0.0914,0.206,129.111,audio_features,2Zy9cf5v1tWFDmXTbahAU8,spotify:track:2Zy9cf5v1tWFDmXTbahAU8,https://api.spotify.com/v1/tracks/2Zy9cf5v1tWFDmXTbahAU8,https://api.spotify.com/v1/audio-analysis/2Zy9cf5v1tWFDmXTbahAU8,287613,4,0
Ambulance,TRICOT MACHINE,0.435,0.703,3,-7.25,0,0.0754,0.535,0.000835,0.14,0.574,127.402,audio_features,67a946zFlPNDkdhi0YK7hG,spotify:track:67a946zFlPNDkdhi0YK7hG,https://api.spotify.com/v1/tracks/67a946zFlPNDkdhi0YK7hG,https://api.spotify.com/v1/audio-analysis/67a946zFlPNDkdhi0YK7hG,230747,4,0
Amenamy,Purity Ring,0.586,0.841,1,-4.598,1,0.0341,0.0172,1.36e-05,0.203,0.446,145.986,audio_features,51UseDByqDUbRDQeRWqmhm,spotify:track:51UseDByqDUbRDQeRWqmhm,https://api.spotify.com/v1/tracks/51UseDByqDUbRDQeRWqmhm,https://api.spotify.com/v1/audio-analysis/51UseDByqDUbRDQeRWqmhm,207080,4,0
And Your Bird Can Sing - Take 2 / Anthology 2 Version,The Beatles,0.327,0.676,2,-9.007,1,0.0368,0.03,0.0164,0.0994,0.822,133.627,audio_features,4gBHbKEHw2QjmgYkS9ixKJ,spotify:track:4gBHbKEHw2QjmgYkS9ixKJ,https://api.spotify.com/v1/tracks/4gBHbKEHw2QjmgYkS9ixKJ,https://api.spotify.com/v1/audio-analysis/4gBHbKEHw2QjmgYkS9ixKJ,133413,4,0
Angel of Small Death and the Codeine Scene,Hozier,0.311,0.656,4,-6.752,1,0.0952,0.163,7.05e-06,0.126,0.297,188.171,audio_features,3wT3WDdQrsST19f1I08Z1N,spotify:track:3wT3WDdQrsST19f1I08Z1N,https://api.spotify.com/v1/tracks/3wT3WDdQrsST19f1I08Z1N,https://api.spotify.com/v1/audio-analysis/3wT3WDdQrsST19f1I08Z1N,218987,4,0
Ansaphone - Demo previously unreleased,Pulp,0.331,0.486,0,-7.452,1,0.04,0.292,0.0,0.384,0.336,184.954,audio_features,60d37Gxx8O05CH7E2JyN9z,spotify:track:60d37Gxx8O05CH7E2JyN9z,https://api.spotify.com/v1/tracks/60d37Gxx8O05CH7E2JyN9z,https://api.spotify.com/v1/audio-analysis/60d37Gxx8O05CH7E2JyN9z,246360,4,0
Any Time At All - Remastered 2009,The Beatles,0.612,0.719,2,-7.026,1,0.0398,0.366,3.88e-06,0.437,0.744,141.016,audio_features,70XHAdaMaoLIOVb1hSaeJ4,spotify:track:70XHAdaMaoLIOVb1hSaeJ4,https://api.spotify.com/v1/tracks/70XHAdaMaoLIOVb1hSaeJ4,https://api.spotify.com/v1/audio-analysis/70XHAdaMaoLIOVb1hSaeJ4,131280,4,0
Apocalypse Dreams,Tame Impala,0.496,0.929,8,-2.279,1,0.0503,0.249,0.131,0.0677,0.267,127.998,audio_features,7qU7vhCPKhkDiJYGoboISc,spotify:track:7qU7vhCPKhkDiJYGoboISc,https://api.spotify.com/v1/tracks/7qU7vhCPKhkDiJYGoboISc,https://api.spotify.com/v1/audio-analysis/7qU7vhCPKhkDiJYGoboISc,356947,4,0
Arabella,Arctic Monkeys,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,audio_features,2LdG9xtEzCho3jCr58M6cq,spotify:track:2LdG9xtEzCho3jCr58M6cq,https://api.spotify.com/v1/tracks/2LdG9xtEzCho3jCr58M6cq,https://api.spotify.com/v1/audio-analysis/2LdG9xtEzCho3jCr58M6cq,207357,4,0
Arabella,Arctic Monkeys,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,audio_features,7nzsY8vlnKdvGOEE0rjAXZ,spotify:track:7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/tracks/7nzsY8vlnKdvGOEE0rjAXZ,https://api.spotify.com/v1/audio-analysis/7nzsY8vlnKdvGOEE0rjAXZ,207357,4,0
Arizona,Dumas,0.499,0.718,7,-6.805,1,0.026,0.152,0.00691,0.27,0.345,103.384,audio_features,6WFkH4SAXn4w9NxuPgIJnX,spotify:track:6WFkH4SAXn4w9NxuPgIJnX,https://api.spotify.com/v1/tracks/6WFkH4SAXn4w9NxuPgIJnX,https://api.spotify.com/v1/audio-analysis/6WFkH4SAXn4w9NxuPgIJnX,203813,4,0
Around My Head,Cage The Elephant,0.516,0.959,2,-2.484,1,0.0597,0.000659,4.44e-06,0.046,0.474,109.91,audio_features,2QLjqCwbufKoZE2S6yJ03F,spotify:track:2QLjqCwbufKoZE2S6yJ03F,https://api.spotify.com/v1/tracks/2QLjqCwbufKoZE2S6yJ03F,https://api.spotify.com/v1/audio-analysis/2QLjqCwbufKoZE2S6yJ03F,191600,4,0
Around The World,Kings of Leon,0.575,0.854,1,-5.847,0,0.0362,0.000252,0.676,0.351,0.587,113.075,audio_features,06ClI3XK2FPR5uP8tPcFS1,spotify:track:06ClI3XK2FPR5uP8tPcFS1,https://api.spotify.com/v1/tracks/06ClI3XK2FPR5uP8tPcFS1,https://api.spotify.com/v1/audio-analysis/06ClI3XK2FPR5uP8tPcFS1,214040,4,0
Artificial Nocturne,Metric,0.228,0.825,7,-6.344,1,0.062,0.00397,0.54,0.217,0.0375,145.003,audio_features,6MQ4WcZ4dFoSEQryeXi8Ss,spotify:track:6MQ4WcZ4dFoSEQryeXi8Ss,https://api.spotify.com/v1/tracks/6MQ4WcZ4dFoSEQryeXi8Ss,https://api.spotify.com/v1/audio-analysis/6MQ4WcZ4dFoSEQryeXi8Ss,342387,4,0
Automatic,SIMON I,0.546,0.858,9,-6.603,1,0.033,0.00761,0.000606,0.276,0.657,160.912,audio_features,7hhxJPWFs2fXdjqPdR6Xx2,spotify:track:7hhxJPWFs2fXdjqPdR6Xx2,https://api.spotify.com/v1/tracks/7hhxJPWFs2fXdjqPdR6Xx2,https://api.spotify.com/v1/audio-analysis/7hhxJPWFs2fXdjqPdR6Xx2,204005,4,0
Awful Sound (Oh Eurydice),Arcade Fire,0.231,0.708,9,-7.845,1,0.0471,0.256,0.0741,0.0394,0.55,70.969,audio_features,53849j8C8EO07O1gCdzgTr,spotify:track:53849j8C8EO07O1gCdzgTr,https://api.spotify.com/v1/tracks/53849j8C8EO07O1gCdzgTr,https://api.spotify.com/v1/audio-analysis/53849j8C8EO07O1gCdzgTr,373882,4,0
Baby's In Black - Live / Bonus Track,The Beatles,0.202,0.756,9,-7.895,1,0.0528,0.0183,1.05e-06,0.918,0.669,185.584,audio_features,5tc3aFZhTcW46vRIk23T6e,spotify:track:5tc3aFZhTcW46vRIk23T6e,https://api.spotify.com/v1/tracks/5tc3aFZhTcW46vRIk23T6e,https://api.spotify.com/v1/audio-analysis/5tc3aFZhTcW46vRIk23T6e,164653,3,0
Baby's In Black - Remastered 2009,The Beatles,0.374,0.596,9,-7.666,1,0.0416,0.434,0.0,0.098,0.876,202.97,audio_features,7cb2SdLm1UMLwdUoWwrZN1,spotify:track:7cb2SdLm1UMLwdUoWwrZN1,https://api.spotify.com/v1/tracks/7cb2SdLm1UMLwdUoWwrZN1,https://api.spotify.com/v1/audio-analysis/7cb2SdLm1UMLwdUoWwrZN1,124520,3,0
Bachelorette,Björk,0.455,0.871,0,-7.232,0,0.063,0.0409,3.87e-06,0.0755,0.346,96.933,audio_features,2wtFzaJcboau7on1LOkQ5a,spotify:track:2wtFzaJcboau7on1LOkQ5a,https://api.spotify.com/v1/tracks/2wtFzaJcboau7on1LOkQ5a,https://api.spotify.com/v1/audio-analysis/2wtFzaJcboau7on1LOkQ5a,315000,4,0
Back In The U.S.S.R,The Beatles,0.533,0.937,2,-7.51,1,0.0397,0.00173,0.000103,0.185,0.862,142.399,audio_features,5rJjib4hv7JD1fpf5TzRcr,spotify:track:5rJjib4hv7JD1fpf5TzRcr,https://api.spotify.com/v1/tracks/5rJjib4hv7JD1fpf5TzRcr,https://api.spotify.com/v1/audio-analysis/5rJjib4hv7JD1fpf5TzRcr,154393,4,0
Back In The U.S.S.R. - Remastered 2009,The Beatles,0.48,0.969,9,-7.464,1,0.0854,0.069,0.00022,0.0608,0.494,142.489,audio_features,0j3p1p06deJ7f9xmJ9yG22,spotify:track:0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/tracks/0j3p1p06deJ7f9xmJ9yG22,https://api.spotify.com/v1/audio-analysis/0j3p1p06deJ7f9xmJ9yG22,163453,4,0
Back To Black,Amy Winehouse,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,audio_features,30FURVTCpbKyykjSEQzGkH,spotify:track:30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/audio-analysis/30FURVTCpbKyykjSEQzGkH,240440,4,0
Bangers + Mash,Radiohead,0.637,0.98,9,-4.981,0,0.115,0.0307,0.000657,0.601,0.65,135.991,audio_features,2mAWzzAi9pdKwteyg0lNqj,spotify:track:2mAWzzAi9pdKwteyg0lNqj,https://api.spotify.com/v1/tracks/2mAWzzAi9pdKwteyg0lNqj,https://api.spotify.com/v1/audio-analysis/2mAWzzAi9pdKwteyg0lNqj,199502,4,0
Barely Legal,The Strokes,0.427,0.886,0,-6.304,1,0.037,0.004,0.0532,0.0909,0.857,157.609,audio_features,4KC2Z9dL4jL61Ys35N6srg,spotify:track:4KC2Z9dL4jL61Ys35N6srg,https://api.spotify.com/v1/tracks/4KC2Z9dL4jL61Ys35N6srg,https://api.spotify.com/v1/audio-analysis/4KC2Z9dL4jL61Ys35N6srg,234522,4,0
Barely Legal,The Strokes,0.424,0.884,0,-6.286,1,0.0365,0.00326,0.0499,0.0903,0.852,157.813,audio_features,21Ay8Y9Pr91nSauPGtK6MW,spotify:track:21Ay8Y9Pr91nSauPGtK6MW,https://api.spotify.com/v1/tracks/21Ay8Y9Pr91nSauPGtK6MW,https://api.spotify.com/v1/audio-analysis/21Ay8Y9Pr91nSauPGtK6MW,234693,4,0
Bashful Creatures,Hippo Campus,0.454,0.814,7,-3.539,1,0.0393,0.184,0.0,0.183,0.162,123.885,audio_features,0esd0AL4TygoM6UuUIxmd8,spotify:track:0esd0AL4TygoM6UuUIxmd8,https://api.spotify.com/v1/tracks/0esd0AL4TygoM6UuUIxmd8,https://api.spotify.com/v1/audio-analysis/0esd0AL4TygoM6UuUIxmd8,224933,4,0
Being For The Benefit Of Mr Kite! / I Want You (She's So Heavy) / Helter Skelter,The Beatles,0.291,0.69,2,-8.761,0,0.0671,0.0195,2.25e-06,0.378,0.544,144.054,audio_features,2MAU8kcMbo0lHXWzZ19SNo,spotify:track:2MAU8kcMbo0lHXWzZ19SNo,https://api.spotify.com/v1/tracks/2MAU8kcMbo0lHXWzZ19SNo,https://api.spotify.com/v1/audio-analysis/2MAU8kcMbo0lHXWzZ19SNo,202209,3,0
Believe Me Natalie,The Killers,0.431,0.907,0,-5.387,1,0.0523,1.51e-05,0.00445,0.0529,0.18,95.958,audio_features,67kIfRYFai45yakOuXhndQ,spotify:track:67kIfRYFai45yakOuXhndQ,https://api.spotify.com/v1/tracks/67kIfRYFai45yakOuXhndQ,https://api.spotify.com/v1/audio-analysis/67kIfRYFai45yakOuXhndQ,306667,4,0
Below the Cherry Moon,WhoMadeWho,0.686,0.904,3,-4.501,0,0.0366,0.000726,0.629,0.11,0.0406,120.016,audio_features,0j7YCfKXYCyAzwfujEmphD,spotify:track:0j7YCfKXYCyAzwfujEmphD,https://api.spotify.com/v1/tracks/0j7YCfKXYCyAzwfujEmphD,https://api.spotify.com/v1/audio-analysis/0j7YCfKXYCyAzwfujEmphD,372587,4,0
Better Man,Leon Bridges,0.395,0.746,7,-4.938,1,0.0447,0.219,0.0,0.123,0.671,188.276,audio_features,7tOYSMYowhxJ0uK3WMoL5n,spotify:track:7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/tracks/7tOYSMYowhxJ0uK3WMoL5n,https://api.spotify.com/v1/audio-analysis/7tOYSMYowhxJ0uK3WMoL5n,140133,4,0
Better Run,Royal Bangs,0.355,0.968,3,-2.441,1,0.12,0.00511,0.00476,0.606,0.592,172.017,audio_features,6PUjkatQMlDMDONhLrMsTl,spotify:track:6PUjkatQMlDMDONhLrMsTl,https://api.spotify.com/v1/tracks/6PUjkatQMlDMDONhLrMsTl,https://api.spotify.com/v1/audio-analysis/6PUjkatQMlDMDONhLrMsTl,198505,4,0
Birth In Reverse,St. Vincent,0.571,0.867,1,-6.794,0,0.109,0.0107,0.000159,0.251,0.791,161.991,audio_features,31WoNmfwgisR09Xo3siDjc,spotify:track:31WoNmfwgisR09Xo3siDjc,https://api.spotify.com/v1/tracks/31WoNmfwgisR09Xo3siDjc,https://api.spotify.com/v1/audio-analysis/31WoNmfwgisR09Xo3siDjc,195893,4,0
Birthday,Beach Fossils,0.325,0.956,2,-6.381,1,0.0414,0.000579,0.595,0.277,0.703,165.688,audio_features,4gwJiVUZ314XFSo4VNgnTi,spotify:track:4gwJiVUZ314XFSo4VNgnTi,https://api.spotify.com/v1/tracks/4gwJiVUZ314XFSo4VNgnTi,https://api.spotify.com/v1/audio-analysis/4gwJiVUZ314XFSo4VNgnTi,172653,4,0
Bitter Poem,Cold War Kids,0.251,0.455,8,-8.168,1,0.037,0.151,0.00223,0.233,0.193,184.947,audio_features,12mtS2QkM2q08FGNOT5Mau,spotify:track:12mtS2QkM2q08FGNOT5Mau,https://api.spotify.com/v1/tracks/12mtS2QkM2q08FGNOT5Mau,https://api.spotify.com/v1/audio-analysis/12mtS2QkM2q08FGNOT5Mau,305653,4,0
Black Like Me,Spoon,0.47,0.614,11,-7.545,0,0.0409,0.246,5.57e-05,0.11,0.512,171.654,audio_features,1fgDdqtPsFAUwNFfPpAKQL,spotify:track:1fgDdqtPsFAUwNFfPpAKQL,https://api.spotify.com/v1/tracks/1fgDdqtPsFAUwNFfPpAKQL,https://api.spotify.com/v1/audio-analysis/1fgDdqtPsFAUwNFfPpAKQL,205893,4,0
Black Man In A White World - Live From Spotify London,Michael Kiwanuka,0.482,0.826,7,-8.397,1,0.0563,0.105,0.546,0.4,0.457,125.844,audio_features,3sCEJXGT2wRXraZeQHi0PS,spotify:track:3sCEJXGT2wRXraZeQHi0PS,https://api.spotify.com/v1/tracks/3sCEJXGT2wRXraZeQHi0PS,https://api.spotify.com/v1/audio-analysis/3sCEJXGT2wRXraZeQHi0PS,469625,4,0
Black Mirror,Arcade Fire,0.527,0.847,10,-9.717,0,0.0385,0.0596,0.421,0.111,0.155,124.048,audio_features,0IgnwEF4fuidaugeMEKUl4,spotify:track:0IgnwEF4fuidaugeMEKUl4,https://api.spotify.com/v1/tracks/0IgnwEF4fuidaugeMEKUl4,https://api.spotify.com/v1/audio-analysis/0IgnwEF4fuidaugeMEKUl4,253373,4,0
Black Velvet,VioleTT Pi,0.597,0.706,8,-8.705,1,0.0696,0.0696,2.11e-05,0.108,0.441,139.803,audio_features,1gIekotpT6752PxmrbVEY0,spotify:track:1gIekotpT6752PxmrbVEY0,https://api.spotify.com/v1/tracks/1gIekotpT6752PxmrbVEY0,https://api.spotify.com/v1/audio-analysis/1gIekotpT6752PxmrbVEY0,225000,4,0
Black Widow,Cage The Elephant,0.414,0.891,6,-0.758,0,0.0485,0.0178,0.0,0.158,0.732,127.464,audio_features,47lHUAseVOuPkGzbYW5k3O,spotify:track:47lHUAseVOuPkGzbYW5k3O,https://api.spotify.com/v1/tracks/47lHUAseVOuPkGzbYW5k3O,https://api.spotify.com/v1/audio-analysis/47lHUAseVOuPkGzbYW5k3O,187184,4,0
Blacklights,Koriass,0.5,0.645,11,-9.292,0,0.316,0.00988,0.0,0.196,0.147,197.84,audio_features,7n3PFEXLrRcRCmgEUlbE2D,spotify:track:7n3PFEXLrRcRCmgEUlbE2D,https://api.spotify.com/v1/tracks/7n3PFEXLrRcRCmgEUlbE2D,https://api.spotify.com/v1/audio-analysis/7n3PFEXLrRcRCmgEUlbE2D,223173,4,0
