song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Eleanor Rigby,Walk Off the Earth,0.59,0.776,2,-6.899,1,0.0274,0.0309,0.0,0.454,0.679,137.983,audio_features,2fj1bxYjFzfVH4xfbzogGn,spotify:track:2fj1bxYjFzfVH4xfbzogGn,https://api.spotify.com/v1/tracks/2fj1bxYjFzfVH4xfbzogGn,https://api.spotify.com/v1/audio-analysis/2fj1bxYjFzfVH4xfbzogGn,127078,4,0
Electioneering,Radiohead,0.185,0.889,9,-5.491,0,0.0743,0.00267,0.0981,0.291,0.331,77.555,audio_features,6PBHfI3G8MlQ8qdItoVoxL,spotify:track:6PBHfI3G8MlQ8qdItoVoxL,https://api.spotify.com/v1/tracks/6PBHfI3G8MlQ8qdItoVoxL,https://api.spotify.com/v1/audio-analysis/6PBHfI3G8MlQ8qdItoVoxL,230627,4,0
Electric Love - Live From SXSW 2015,BØRNS,0.632,0.718,1,-9.043,0,0.0396,0.00154,0.00865,0.795,0.428,120.016,audio_features,51S2wDXrAYA25BbxfkTIWd,spotify:track:51S2wDXrAYA25BbxfkTIWd,https://api.spotify.com/v1/tracks/51S2wDXrAYA25BbxfkTIWd,https://api.spotify.com/v1/audio-analysis/51S2wDXrAYA25BbxfkTIWd,297267,4,0
Electricityscape,The Strokes,0.381,0.882,11,-4.166,1,0.0428,0.0022,0.144,0.0776,0.57,140.018,audio_features,3IvDaYoQU38NpkwJcq5UrO,spotify:track:3IvDaYoQU38NpkwJcq5UrO,https://api.spotify.com/v1/tracks/3IvDaYoQU38NpkwJcq5UrO,https://api.spotify.com/v1/audio-analysis/3IvDaYoQU38NpkwJcq5UrO,213200,4,0
Elle s'appelait Serge,Les Trois Accords,0.507,0.921,0,-3.347,1,0.0438,0.00256,2.73e-06,0.392,0.75,144.958,audio_features,2H1vyutrPcAhpOhXrub5xQ,spotify:track:2H1vyutrPcAhpOhXrub5xQ,https://api.spotify.com/v1/tracks/2H1vyutrPcAhpOhXrub5xQ,https://api.spotify.com/v1/audio-analysis/2H1vyutrPcAhpOhXrub5xQ,171000,4,0
The End,WhoMadeWho,0.585,0.764,11,-5.429,0,0.0384,0.0182,0.316,0.114,0.248,144.997,audio_features,4oQUSBCyFm3hseJJ6wX9rC,spotify:track:4oQUSBCyFm3hseJJ6wX9rC,https://api.spotify.com/v1/tracks/4oQUSBCyFm3hseJJ6wX9rC,https://api.spotify.com/v1/audio-analysis/4oQUSBCyFm3hseJJ6wX9rC,241480,4,0
The End Has No End,The Strokes,0.529,0.644,1,-3.692,1,0.0355,0.000746,0.874,0.297,0.586,136.026,audio_features,2wA4NDDRLoEPyA4Zq6J1G1,spotify:track:2wA4NDDRLoEPyA4Zq6J1G1,https://api.spotify.com/v1/tracks/2wA4NDDRLoEPyA4Zq6J1G1,https://api.spotify.com/v1/audio-analysis/2wA4NDDRLoEPyA4Zq6J1G1,180000,4,0
The End Has No End,The Strokes,0.531,0.66,1,-3.725,1,0.0335,0.000833,0.855,0.226,0.533,136.027,audio_features,0dy6iXYIF0piirySAzCBwF,spotify:track:0dy6iXYIF0piirySAzCBwF,https://api.spotify.com/v1/tracks/0dy6iXYIF0piirySAzCBwF,https://api.spotify.com/v1/audio-analysis/0dy6iXYIF0piirySAzCBwF,185560,4,0
The End Has No End,The Strokes,0.531,0.657,1,-3.724,1,0.0334,0.000824,0.865,0.226,0.542,136.026,audio_features,3OfKNFja2ipzhIUcAda9Vj,spotify:track:3OfKNFja2ipzhIUcAda9Vj,https://api.spotify.com/v1/tracks/3OfKNFja2ipzhIUcAda9Vj,https://api.spotify.com/v1/audio-analysis/3OfKNFja2ipzhIUcAda9Vj,185560,4,0
End Of The Year,Other Lives,0.305,0.535,4,-10.885,1,0.0348,0.0125,0.224,0.13,0.0687,129.322,audio_features,6brrZY9he0pTfST0vcooFi,spotify:track:6brrZY9he0pTfST0vcooFi,https://api.spotify.com/v1/tracks/6brrZY9he0pTfST0vcooFi,https://api.spotify.com/v1/audio-analysis/6brrZY9he0pTfST0vcooFi,388133,3,0
Endors Toi,Tame Impala,0.242,0.924,3,-3.327,1,0.0804,0.0302,0.461,0.36,0.33,129.155,audio_features,0YuePEX4KyfLIPMdNLPwgQ,spotify:track:0YuePEX4KyfLIPMdNLPwgQ,https://api.spotify.com/v1/tracks/0YuePEX4KyfLIPMdNLPwgQ,https://api.spotify.com/v1/audio-analysis/0YuePEX4KyfLIPMdNLPwgQ,186640,4,0
Enlighten Me,Grouplove,0.304,0.749,7,-7.277,1,0.0549,0.0426,7.69e-05,0.129,0.127,93.189,audio_features,2gFpvpoxbHln4Y0RjLVI1e,spotify:track:2gFpvpoxbHln4Y0RjLVI1e,https://api.spotify.com/v1/tracks/2gFpvpoxbHln4Y0RjLVI1e,https://api.spotify.com/v1/audio-analysis/2gFpvpoxbHln4Y0RjLVI1e,232947,4,0
Es Muss Sein,Fly Golden Eagle,0.295,0.499,7,-8.628,0,0.0325,0.187,0.481,0.534,0.386,111.235,audio_features,6R4YaFiiX43eie75G2miWn,spotify:track:6R4YaFiiX43eie75G2miWn,https://api.spotify.com/v1/tracks/6R4YaFiiX43eie75G2miWn,https://api.spotify.com/v1/audio-analysis/6R4YaFiiX43eie75G2miWn,382000,4,0
European Vegas,Mac DeMarco,0.384,0.855,6,-3.973,0,0.0434,0.0731,0.0144,0.294,0.642,111.247,audio_features,1QwU13PnxuPTPTCJosMkp7,spotify:track:1QwU13PnxuPTPTCJosMkp7,https://api.spotify.com/v1/tracks/1QwU13PnxuPTPTCJosMkp7,https://api.spotify.com/v1/audio-analysis/1QwU13PnxuPTPTCJosMkp7,197015,4,0
Eventually,Tame Impala,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,audio_features,5M4yti0QxgqJieUYaEXcpw,spotify:track:5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/tracks/5M4yti0QxgqJieUYaEXcpw,https://api.spotify.com/v1/audio-analysis/5M4yti0QxgqJieUYaEXcpw,318591,4,0
Everlasting Light,The Black Keys,0.641,0.582,4,-6.554,1,0.0483,0.127,0.00632,0.354,0.725,181.039,audio_features,6dU5RxthbuaN31bRbEDlNw,spotify:track:6dU5RxthbuaN31bRbEDlNw,https://api.spotify.com/v1/tracks/6dU5RxthbuaN31bRbEDlNw,https://api.spotify.com/v1/audio-analysis/6dU5RxthbuaN31bRbEDlNw,203773,4,0
Every Minute Alone,WhoMadeWho,0.559,0.885,5,-4.802,1,0.0304,0.00274,0.0778,0.104,0.466,125.001,audio_features,6aMbfj0Noj6tuyOJnTGPbi,spotify:track:6aMbfj0Noj6tuyOJnTGPbi,https://api.spotify.com/v1/tracks/6aMbfj0Noj6tuyOJnTGPbi,https://api.spotify.com/v1/audio-analysis/6aMbfj0Noj6tuyOJnTGPbi,230253,4,0
Every Other Freckle,alt-J,0.543,0.707,2,-7.636,1,0.07,0.614,0.0414,0.118,0.515,143.915,audio_features,6BVBkKpZK09NmifUMZqj1z,spotify:track:6BVBkKpZK09NmifUMZqj1z,https://api.spotify.com/v1/tracks/6BVBkKpZK09NmifUMZqj1z,https://api.spotify.com/v1/audio-analysis/6BVBkKpZK09NmifUMZqj1z,216004,4,0
Every Other Freckle - Take a Daytrip Remix,alt-J,0.51,0.649,0,-13.69,1,0.0734,0.307,0.163,0.287,0.223,143.975,audio_features,6obHItHLe5WlhFoTalxsoY,spotify:track:6obHItHLe5WlhFoTalxsoY,https://api.spotify.com/v1/tracks/6obHItHLe5WlhFoTalxsoY,https://api.spotify.com/v1/audio-analysis/6obHItHLe5WlhFoTalxsoY,246875,4,0
"Every Other Freckle - Live at Lido Berlin, Berlin, Germany, 10/1/2014",alt-J,0.634,0.759,2,-5.556,1,0.0338,0.424,0.027,0.97,0.628,143.962,audio_features,3Sp1DNwzhWZFa4NLw6alJE,spotify:track:3Sp1DNwzhWZFa4NLw6alJE,https://api.spotify.com/v1/tracks/3Sp1DNwzhWZFa4NLw6alJE,https://api.spotify.com/v1/audio-analysis/3Sp1DNwzhWZFa4NLw6alJE,229133,4,0
"Everybody's Trying To Be My Baby - Live From Shea Stadium, New York, USA/1965 / Anthology 2 Version",The Beatles,0.2,0.907,9,-5.608,1,0.0613,0.264,4.58e-05,0.429,0.653,178.077,audio_features,6JEfKSfRnACibeFgpfecfi,spotify:track:6JEfKSfRnACibeFgpfecfi,https://api.spotify.com/v1/tracks/6JEfKSfRnACibeFgpfecfi,https://api.spotify.com/v1/audio-analysis/6JEfKSfRnACibeFgpfecfi,165213,4,0
Everybody’s Trying To Be My Baby - Live / Bonus Track,The Beatles,0.191,0.896,9,-5.996,1,0.0521,0.0548,0.0,0.488,0.728,175.22,audio_features,1WoLOPeSqaijOuhi9Wm7V1,spotify:track:1WoLOPeSqaijOuhi9Wm7V1,https://api.spotify.com/v1/tracks/1WoLOPeSqaijOuhi9Wm7V1,https://api.spotify.com/v1/audio-analysis/1WoLOPeSqaijOuhi9Wm7V1,141427,4,0
Everything Will Be Alright,The Killers,0.491,0.766,0,-3.967,0,0.0291,0.0012,0.000481,0.109,0.21,128.101,audio_features,5UimLzrkc72ST1fQRuwQKs,spotify:track:5UimLzrkc72ST1fQRuwQKs,https://api.spotify.com/v1/tracks/5UimLzrkc72ST1fQRuwQKs,https://api.spotify.com/v1/audio-analysis/5UimLzrkc72ST1fQRuwQKs,345253,4,0
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',Coldplay,0.374,0.456,6,-7.35,0,0.0368,0.104,0.000176,0.197,0.0763,135.643,audio_features,1RNtm45kw0hPMBz7gKiIYu,spotify:track:1RNtm45kw0hPMBz7gKiIYu,https://api.spotify.com/v1/tracks/1RNtm45kw0hPMBz7gKiIYu,https://api.spotify.com/v1/audio-analysis/1RNtm45kw0hPMBz7gKiIYu,436440,4,0
Evil,Interpol,0.497,0.738,5,-4.09,1,0.0396,0.00128,0.653,0.0725,0.599,129.078,audio_features,6B182GP3TvEfmgUoIMVUSJ,spotify:track:6B182GP3TvEfmgUoIMVUSJ,https://api.spotify.com/v1/tracks/6B182GP3TvEfmgUoIMVUSJ,https://api.spotify.com/v1/audio-analysis/6B182GP3TvEfmgUoIMVUSJ,215827,4,0
Expectation,Tame Impala,0.45,0.849,5,-5.075,1,0.057,0.0222,0.00455,0.0792,0.161,139.925,audio_features,4m3GHOgCNZMv0we7H9j8Y8,spotify:track:4m3GHOgCNZMv0we7H9j8Y8,https://api.spotify.com/v1/tracks/4m3GHOgCNZMv0we7H9j8Y8,https://api.spotify.com/v1/audio-analysis/4m3GHOgCNZMv0we7H9j8Y8,362880,3,0
Extreme Wealth and Casual Cruelty,Unknown Mortal Orchestra,0.567,0.77,7,-4.664,0,0.0492,0.518,0.0216,0.0863,0.368,130.182,audio_features,2nqqIatHUVkw9S342HZKTz,spotify:track:2nqqIatHUVkw9S342HZKTz,https://api.spotify.com/v1/tracks/2nqqIatHUVkw9S342HZKTz,https://api.spotify.com/v1/audio-analysis/2nqqIatHUVkw9S342HZKTz,364627,4,0
Eyes On You,Kings of Leon,0.244,0.859,0,-4.57,1,0.0423,0.0194,0.0279,0.117,0.567,182.956,audio_features,03qKJWqX0I2tlMJiU72P1Y,spotify:track:03qKJWqX0I2tlMJiU72P1Y,https://api.spotify.com/v1/tracks/03qKJWqX0I2tlMJiU72P1Y,https://api.spotify.com/v1/audio-analysis/03qKJWqX0I2tlMJiU72P1Y,280693,4,0
F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.,Pulp,0.404,0.574,9,-8.766,0,0.0493,0.0199,0.00492,0.0628,0.49,136.695,audio_features,0qrxxEm70UymIENSorOndB,spotify:track:0qrxxEm70UymIENSorOndB,https://api.spotify.com/v1/tracks/0qrxxEm70UymIENSorOndB,https://api.spotify.com/v1/audio-analysis/0qrxxEm70UymIENSorOndB,361163,4,0
Face Cream,SIMON I,0.63,0.864,7,-5.537,0,0.0403,0.0702,0.000181,0.591,0.948,135.02,audio_features,1VPE4fQs9VTaNCbGDhIIPQ,spotify:track:1VPE4fQs9VTaNCbGDhIIPQ,https://api.spotify.com/v1/tracks/1VPE4fQs9VTaNCbGDhIIPQ,https://api.spotify.com/v1/audio-analysis/1VPE4fQs9VTaNCbGDhIIPQ,188943,4,0
Fall In Love,Phantogram,0.328,0.86,2,-3.198,0,0.12,0.0477,0.0,0.212,0.285,187.828,audio_features,73FCPll1CK0sklAt1VlmFc,spotify:track:73FCPll1CK0sklAt1VlmFc,https://api.spotify.com/v1/tracks/73FCPll1CK0sklAt1VlmFc,https://api.spotify.com/v1/audio-analysis/73FCPll1CK0sklAt1VlmFc,223200,4,0
Fear of Sleep,The Strokes,0.431,0.923,8,-4.444,1,0.0592,0.000282,0.816,0.356,0.271,127.703,audio_features,1oDBUVU4mIKU2isYMLPzZS,spotify:track:1oDBUVU4mIKU2isYMLPzZS,https://api.spotify.com/v1/tracks/1oDBUVU4mIKU2isYMLPzZS,https://api.spotify.com/v1/audio-analysis/1oDBUVU4mIKU2isYMLPzZS,240467,4,0
Feels Like We Only Go Backwards,Tame Impala,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,0LtOwyZoSNZKJWHqjzADpW,spotify:track:0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,192960,4,0
Fille à plumes,Malajube,0.187,0.847,4,-5.068,0,0.117,2.86e-05,0.502,0.0907,0.119,158.169,audio_features,5LnoRVK121SFdaOxphJjwD,spotify:track:5LnoRVK121SFdaOxphJjwD,https://api.spotify.com/v1/tracks/5LnoRVK121SFdaOxphJjwD,https://api.spotify.com/v1/audio-analysis/5LnoRVK121SFdaOxphJjwD,222440,4,0
The Final Frame - Live From Spotify London,Michael Kiwanuka,0.42,0.316,2,-6.833,0,0.0289,0.117,0.0218,0.613,0.159,99.364,audio_features,4VAmkxV16z4dxDG2rIN3Vi,spotify:track:4VAmkxV16z4dxDG2rIN3Vi,https://api.spotify.com/v1/tracks/4VAmkxV16z4dxDG2rIN3Vi,https://api.spotify.com/v1/audio-analysis/4VAmkxV16z4dxDG2rIN3Vi,398750,3,0
Find Me,Kings of Leon,0.4,0.946,1,-3.966,0,0.0634,0.000136,0.853,0.155,0.611,161.591,audio_features,2mwnYvlLVP465u9V9wjUGj,spotify:track:2mwnYvlLVP465u9V9wjUGj,https://api.spotify.com/v1/tracks/2mwnYvlLVP465u9V9wjUGj,https://api.spotify.com/v1/audio-analysis/2mwnYvlLVP465u9V9wjUGj,245573,4,0
Finer Feelings,Spoon,0.644,0.893,0,-5.29,1,0.0462,0.0208,3.16e-05,0.356,0.706,129.665,audio_features,1UsGfBDCXxwmg1BoumR7jn,spotify:track:1UsGfBDCXxwmg1BoumR7jn,https://api.spotify.com/v1/tracks/1UsGfBDCXxwmg1BoumR7jn,https://api.spotify.com/v1/audio-analysis/1UsGfBDCXxwmg1BoumR7jn,294747,4,0
Fineshrine,Purity Ring,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,audio_features,5KeyVNymqfqac1wLDseK8v,spotify:track:5KeyVNymqfqac1wLDseK8v,https://api.spotify.com/v1/tracks/5KeyVNymqfqac1wLDseK8v,https://api.spotify.com/v1/audio-analysis/5KeyVNymqfqac1wLDseK8v,209760,4,0
Fire and the Flood,Vance Joy,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0,0.0958,0.329,115.034,audio_features,6liNJDyWJjyHAgDnAX95bw,spotify:track:6liNJDyWJjyHAgDnAX95bw,https://api.spotify.com/v1/tracks/6liNJDyWJjyHAgDnAX95bw,https://api.spotify.com/v1/audio-analysis/6liNJDyWJjyHAgDnAX95bw,249382,4,0
First,Cold War Kids,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,audio_features,2ZE6D6ySdIjWpb6GObprV8,spotify:track:2ZE6D6ySdIjWpb6GObprV8,https://api.spotify.com/v1/tracks/2ZE6D6ySdIjWpb6GObprV8,https://api.spotify.com/v1/audio-analysis/2ZE6D6ySdIjWpb6GObprV8,200360,4,0
Fitzpleasure,alt-J,0.582,0.604,9,-6.962,1,0.0493,0.134,0.000957,0.102,0.341,143.952,audio_features,7DdXf9x75iEVCHWfoRwRuR,spotify:track:7DdXf9x75iEVCHWfoRwRuR,https://api.spotify.com/v1/tracks/7DdXf9x75iEVCHWfoRwRuR,https://api.spotify.com/v1/audio-analysis/7DdXf9x75iEVCHWfoRwRuR,219400,4,0
Fitzpleasure - Dave Sitek Remix,alt-J,0.646,0.825,11,-8.302,0,0.0507,0.0394,0.00101,0.26,0.378,143.956,audio_features,3v9fhN8ttoeH9AvpCi3IVM,spotify:track:3v9fhN8ttoeH9AvpCi3IVM,https://api.spotify.com/v1/tracks/3v9fhN8ttoeH9AvpCi3IVM,https://api.spotify.com/v1/audio-analysis/3v9fhN8ttoeH9AvpCi3IVM,198210,4,0
Fitzpleasure - Jim James 'Apple C' Remix,alt-J,0.432,0.585,11,-8.861,0,0.033,0.00775,0.00294,0.101,0.533,152.457,audio_features,7or8ysyNfJIDsr0vC7aqpQ,spotify:track:7or8ysyNfJIDsr0vC7aqpQ,https://api.spotify.com/v1/tracks/7or8ysyNfJIDsr0vC7aqpQ,https://api.spotify.com/v1/audio-analysis/7or8ysyNfJIDsr0vC7aqpQ,260215,4,0
"Fitzpleasure - Live at Lido Berlin, Berlin, Germany, 10/1/2014",alt-J,0.655,0.729,9,-4.862,1,0.0373,0.0785,0.00121,0.728,0.534,144.043,audio_features,4S1rRmc82hWL9C5VBtxMKA,spotify:track:4S1rRmc82hWL9C5VBtxMKA,https://api.spotify.com/v1/tracks/4S1rRmc82hWL9C5VBtxMKA,https://api.spotify.com/v1/audio-analysis/4S1rRmc82hWL9C5VBtxMKA,215670,4,0
Fitzpleasure - The Internet of Odd Future Remix,alt-J,0.571,0.832,11,-7.165,0,0.029,0.0034,0.0256,0.125,0.249,136.997,audio_features,0Na10nHw7B30hmjkxNK9WB,spotify:track:0Na10nHw7B30hmjkxNK9WB,https://api.spotify.com/v1/tracks/0Na10nHw7B30hmjkxNK9WB,https://api.spotify.com/v1/audio-analysis/0Na10nHw7B30hmjkxNK9WB,270571,4,0
Flashbulb Eyes,Arcade Fire,0.452,0.915,7,-6.516,1,0.0701,0.00201,0.126,0.704,0.8,171.37,audio_features,3raHRmDxUhjQo0EKrWFTV0,spotify:track:3raHRmDxUhjQo0EKrWFTV0,https://api.spotify.com/v1/tracks/3raHRmDxUhjQo0EKrWFTV0,https://api.spotify.com/v1/audio-analysis/3raHRmDxUhjQo0EKrWFTV0,162203,4,0
Fleet Week,SIMON I,0.64,0.728,2,-6.189,1,0.0758,0.0561,6.73e-05,0.174,0.52,141.953,audio_features,6SszAhtfZZ0iY8Od3YHxhX,spotify:track:6SszAhtfZZ0iY8Od3YHxhX,https://api.spotify.com/v1/tracks/6SszAhtfZZ0iY8Od3YHxhX,https://api.spotify.com/v1/audio-analysis/6SszAhtfZZ0iY8Od3YHxhX,187095,4,0
Flow,Cage The Elephant,0.44,0.63,7,-8.319,1,0.0512,0.241,7.95e-05,0.137,0.0387,125.557,audio_features,6ZlolHAQKomJuKg4n5qOAP,spotify:track:6ZlolHAQKomJuKg4n5qOAP,https://api.spotify.com/v1/tracks/6ZlolHAQKomJuKg4n5qOAP,https://api.spotify.com/v1/audio-analysis/6ZlolHAQKomJuKg4n5qOAP,463520,4,0
The Fool On The Hill - Take 4 / Anthology 2 Version,The Beatles,0.46,0.672,2,-7.675,0,0.0324,0.716,0.0,0.584,0.8,141.451,audio_features,0q3LHv8FpYg1bKXuvDfZL6,spotify:track:0q3LHv8FpYg1bKXuvDfZL6,https://api.spotify.com/v1/tracks/0q3LHv8FpYg1bKXuvDfZL6,https://api.spotify.com/v1/audio-analysis/0q3LHv8FpYg1bKXuvDfZL6,224760,4,0
Forest,Jean Leloup,0.545,0.775,5,-6.289,1,0.0778,0.000463,0.0,0.938,0.389,104.147,audio_features,0Cko7xEhkjabXL4qv30UJx,spotify:track:0Cko7xEhkjabXL4qv30UJx,https://api.spotify.com/v1/tracks/0Cko7xEhkjabXL4qv30UJx,https://api.spotify.com/v1/audio-analysis/0Cko7xEhkjabXL4qv30UJx,254587,4,0
Freaking Out the Neighborhood,Mac DeMarco,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302,audio_features,25SJaCCPiosugnlY53VhRG,spotify:track:25SJaCCPiosugnlY53VhRG,https://api.spotify.com/v1/tracks/25SJaCCPiosugnlY53VhRG,https://api.spotify.com/v1/audio-analysis/25SJaCCPiosugnlY53VhRG,173889,4,0
Fresh,Daft Punk,0.503,0.952,1,-9.308,1,0.572,0.268,0.272,0.875,0.174,126.345,audio_features,78H72MElkOY9cRnaudxZFY,spotify:track:78H72MElkOY9cRnaudxZFY,https://api.spotify.com/v1/tracks/78H72MElkOY9cRnaudxZFY,https://api.spotify.com/v1/audio-analysis/78H72MElkOY9cRnaudxZFY,244400,4,0
From Eden,Hozier,0.399,0.672,0,-5.506,1,0.05,0.584,2.45e-05,0.118,0.285,142.215,audio_features,2XRCxFtPqSsnY94jZCFuYu,spotify:track:2XRCxFtPqSsnY94jZCFuYu,https://api.spotify.com/v1/tracks/2XRCxFtPqSsnY94jZCFuYu,https://api.spotify.com/v1/audio-analysis/2XRCxFtPqSsnY94jZCFuYu,283467,5,0
From Eden - Live in America - Spring/Summer 2015,Hozier,0.353,0.784,0,-4.749,1,0.0391,0.457,0.0,0.92,0.531,153.366,audio_features,6zEm9ZQyrrBj8q6Ajcuz2H,spotify:track:6zEm9ZQyrrBj8q6Ajcuz2H,https://api.spotify.com/v1/tracks/6zEm9ZQyrrBj8q6Ajcuz2H,https://api.spotify.com/v1/audio-analysis/6zEm9ZQyrrBj8q6Ajcuz2H,268827,5,0
From Me To You - Anthology 1 Version,The Beatles,0.51,0.86,7,-6.584,1,0.119,0.287,0.0,0.631,0.95,142.744,audio_features,01lhEz2Ld7q9sRYypDyp69,spotify:track:01lhEz2Ld7q9sRYypDyp69,https://api.spotify.com/v1/tracks/01lhEz2Ld7q9sRYypDyp69,https://api.spotify.com/v1/audio-analysis/01lhEz2Ld7q9sRYypDyp69,125333,4,0
Full Circle,Half Moon Run,0.467,0.752,2,-8.971,0,0.0355,0.157,0.000565,0.121,0.362,178.133,audio_features,6sD5MKNyn69jCHIDo3O266,spotify:track:6sD5MKNyn69jCHIDo3O266,https://api.spotify.com/v1/tracks/6sD5MKNyn69jCHIDo3O266,https://api.spotify.com/v1/audio-analysis/6sD5MKNyn69jCHIDo3O266,181760,4,0
Full On Idle,The Breeders,0.571,0.867,4,-9.181,1,0.0665,0.374,0.00254,0.0997,0.233,143.087,audio_features,2OCuzTvHRxmpy0HuqmNqwd,spotify:track:2OCuzTvHRxmpy0HuqmNqwd,https://api.spotify.com/v1/tracks/2OCuzTvHRxmpy0HuqmNqwd,https://api.spotify.com/v1/audio-analysis/2OCuzTvHRxmpy0HuqmNqwd,156933,3,0
Future People,Alabama Shakes,0.381,0.768,6,-4.314,0,0.0526,0.0997,0.125,0.0954,0.51,154.213,audio_features,6D2yNWuPe3dzAHeFqMLPqN,spotify:track:6D2yNWuPe3dzAHeFqMLPqN,https://api.spotify.com/v1/tracks/6D2yNWuPe3dzAHeFqMLPqN,https://api.spotify.com/v1/audio-analysis/6D2yNWuPe3dzAHeFqMLPqN,201612,4,0
Gaston,Philippe Brach,0.553,0.802,2,-5.731,0,0.0702,0.182,1.31e-06,0.059,0.496,125.914,audio_features,1DOiWHcSHnJViGkHTQzwZB,spotify:track:1DOiWHcSHnJViGkHTQzwZB,https://api.spotify.com/v1/tracks/1DOiWHcSHnJViGkHTQzwZB,https://api.spotify.com/v1/audio-analysis/1DOiWHcSHnJViGkHTQzwZB,225480,4,0
Generational Synthetic,Beach Fossils,0.369,0.902,11,-5.743,1,0.0409,0.0469,0.622,0.137,0.567,167.549,audio_features,2LIpNWFkgpwF4RFcT257BR,spotify:track:2LIpNWFkgpwF4RFcT257BR,https://api.spotify.com/v1/tracks/2LIpNWFkgpwF4RFcT257BR,https://api.spotify.com/v1/audio-analysis/2LIpNWFkgpwF4RFcT257BR,165000,4,0
Genghis Khan,Miike Snow,0.688,0.847,10,-3.238,0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,audio_features,6MDijuuArPJv1vbp7K1x3f,spotify:track:6MDijuuArPJv1vbp7K1x3f,https://api.spotify.com/v1/tracks/6MDijuuArPJv1vbp7K1x3f,https://api.spotify.com/v1/audio-analysis/6MDijuuArPJv1vbp7K1x3f,212147,4,0
Georgia,Vance Joy,0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,audio_features,429EttO8gs0bDo2SQfUNSm,spotify:track:429EttO8gs0bDo2SQfUNSm,https://api.spotify.com/v1/tracks/429EttO8gs0bDo2SQfUNSm,https://api.spotify.com/v1/audio-analysis/429EttO8gs0bDo2SQfUNSm,230507,4,0
Get Back - Remastered 2009,The Beatles,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,audio_features,4MLBqAEzNN89o2M9h92Z26,spotify:track:4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/tracks/4MLBqAEzNN89o2M9h92Z26,https://api.spotify.com/v1/audio-analysis/4MLBqAEzNN89o2M9h92Z26,189387,4,0
Gimme All Your Love,Alabama Shakes,0.382,0.57,6,-5.261,0,0.044,0.218,0.194,0.316,0.188,100.754,audio_features,60rezFq9LWrVrlRftyRUoh,spotify:track:60rezFq9LWrVrlRftyRUoh,https://api.spotify.com/v1/tracks/60rezFq9LWrVrlRftyRUoh,https://api.spotify.com/v1/audio-analysis/60rezFq9LWrVrlRftyRUoh,243461,3,0
Gimme Some Truth,Jaguares,0.347,0.859,5,-4.315,1,0.0528,0.000856,0.0,0.125,0.662,152.057,audio_features,4UA7sTLdmYA0SVf2ZGw95r,spotify:track:4UA7sTLdmYA0SVf2ZGw95r,https://api.spotify.com/v1/tracks/4UA7sTLdmYA0SVf2ZGw95r,https://api.spotify.com/v1/audio-analysis/4UA7sTLdmYA0SVf2ZGw95r,187547,4,0
Gimme Some Truth (feat. Dhani Harrison),Jakob Dylan,0.515,0.85,10,-6.113,1,0.0304,0.00174,0.000104,0.185,0.509,135.987,audio_features,2r9E83DP3LtbFAEWg0xi74,spotify:track:2r9E83DP3LtbFAEWg0xi74,https://api.spotify.com/v1/tracks/2r9E83DP3LtbFAEWg0xi74,https://api.spotify.com/v1/audio-analysis/2r9E83DP3LtbFAEWg0xi74,232787,4,0
Gimme Some Truth - Spanish Version,Jaguares,0.383,0.865,5,-4.296,1,0.0464,0.0041,0.0,0.136,0.739,152.082,audio_features,2hpfmo1oKEGM7Us60zoHn7,spotify:track:2hpfmo1oKEGM7Us60zoHn7,https://api.spotify.com/v1/tracks/2hpfmo1oKEGM7Us60zoHn7,https://api.spotify.com/v1/audio-analysis/2hpfmo1oKEGM7Us60zoHn7,186093,4,0
Girl Loves Me,David Bowie,0.699,0.579,10,-7.633,0,0.0536,0.28,0.000222,0.285,0.339,137.059,audio_features,6N9PAf91qP6aJIzT8bVoof,spotify:track:6N9PAf91qP6aJIzT8bVoof,https://api.spotify.com/v1/tracks/6N9PAf91qP6aJIzT8bVoof,https://api.spotify.com/v1/audio-analysis/6N9PAf91qP6aJIzT8bVoof,291947,4,0
