song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Above You,The Whitest Boy Alive,0.725,0.774,4,-6.402,0,0.174,0.135,0.126,0.0844,0.72,78.976,audio_features,5FcjGGKpQx6dvuGcbAcFtC,spotify:track:5FcjGGKpQx6dvuGcbAcFtC,https://api.spotify.com/v1/tracks/5FcjGGKpQx6dvuGcbAcFtC,https://api.spotify.com/v1/audio-analysis/5FcjGGKpQx6dvuGcbAcFtC,194960,4,1
Act Naturally - Remastered 2009,The Beatles,0.702,0.447,7,-10.122,1,0.0308,0.366,0.0,0.153,0.944,93.02,audio_features,0IxxqsYBcCHEQ1HqLYJnwx,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/tracks/0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/audio-analysis/0IxxqsYBcCHEQ1HqLYJnwx,150373,4,1
Addicted,Amy Winehouse,0.786,0.846,8,-3.752,1,0.0391,0.00144,0.0172,0.101,0.695,107.976,audio_features,7or26qS3BfpTtWO3BFw5GE,spotify:track:7or26qS3BfpTtWO3BFw5GE,https://api.spotify.com/v1/tracks/7or26qS3BfpTtWO3BFw5GE,https://api.spotify.com/v1/audio-analysis/7or26qS3BfpTtWO3BFw5GE,165120,4,1
Afterlife,Arcade Fire,0.638,0.873,11,-5.545,1,0.0363,0.0943,0.0395,0.226,0.682,115.95,audio_features,6D43oUO6nImERk2psfXdNY,spotify:track:6D43oUO6nImERk2psfXdNY,https://api.spotify.com/v1/tracks/6D43oUO6nImERk2psfXdNY,https://api.spotify.com/v1/audio-analysis/6D43oUO6nImERk2psfXdNY,352755,4,1
Ain't She Sweet - Anthology 1 Version,The Beatles,0.495,0.854,4,-5.699,1,0.0434,0.208,0.0,0.0371,0.819,77.967,audio_features,3OUpVpFeNx5jeInhHqiNfs,spotify:track:3OUpVpFeNx5jeInhHqiNfs,https://api.spotify.com/v1/tracks/3OUpVpFeNx5jeInhHqiNfs,https://api.spotify.com/v1/audio-analysis/3OUpVpFeNx5jeInhHqiNfs,133347,4,1
Ain't She Sweet - Anthology 3 Version,The Beatles,0.81,0.502,4,-10.399,1,0.0541,0.0805,0.0564,0.177,0.685,121.466,audio_features,2zsz6dip4W83IlAgp2zP4Y,spotify:track:2zsz6dip4W83IlAgp2zP4Y,https://api.spotify.com/v1/tracks/2zsz6dip4W83IlAgp2zP4Y,https://api.spotify.com/v1/audio-analysis/2zsz6dip4W83IlAgp2zP4Y,128480,4,1
Alger,Jean Leloup,0.793,0.892,7,-5.626,1,0.171,0.109,0.0,0.0695,0.816,108.287,audio_features,4knSB7lhQAtO6UqUeaGox8,spotify:track:4knSB7lhQAtO6UqUeaGox8,https://api.spotify.com/v1/tracks/4knSB7lhQAtO6UqUeaGox8,https://api.spotify.com/v1/audio-analysis/4knSB7lhQAtO6UqUeaGox8,208787,4,1
All About Us,Brazilian Girls,0.729,0.767,3,-6.809,0,0.0621,0.121,0.0294,0.0839,0.748,119.965,audio_features,22ZIa4vKhUFzb4YZqp7g94,spotify:track:22ZIa4vKhUFzb4YZqp7g94,https://api.spotify.com/v1/tracks/22ZIa4vKhUFzb4YZqp7g94,https://api.spotify.com/v1/audio-analysis/22ZIa4vKhUFzb4YZqp7g94,240360,4,1
All I've Got To Do - Remastered 2009,The Beatles,0.49,0.579,1,-10.301,0,0.0344,0.217,0.0,0.0644,0.879,119.403,audio_features,5tztLBvTlNC15Np2tnQ5Ll,spotify:track:5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/tracks/5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/audio-analysis/5tztLBvTlNC15Np2tnQ5Ll,122573,4,1
All My Loving - Remastered 2009,The Beatles,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,audio_features,4joiWvli4qJVEW6qZV2i2J,spotify:track:4joiWvli4qJVEW6qZV2i2J,https://api.spotify.com/v1/tracks/4joiWvli4qJVEW6qZV2i2J,https://api.spotify.com/v1/audio-analysis/4joiWvli4qJVEW6qZV2i2J,127853,4,1
All Night Long,LMFAO,0.652,0.829,5,-4.982,0,0.0499,0.141,0.0,0.0971,0.438,130.915,audio_features,2NsQgzcCEy9hZbHaBG4Xfy,spotify:track:2NsQgzcCEy9hZbHaBG4Xfy,https://api.spotify.com/v1/tracks/2NsQgzcCEy9hZbHaBG4Xfy,https://api.spotify.com/v1/audio-analysis/2NsQgzcCEy9hZbHaBG4Xfy,227067,4,1
All Night Long (All Night) - Single Version,Lionel Richie,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,audio_features,2Wb9ejnmy27DUTUe9YF5Ew,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/tracks/2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/audio-analysis/2Wb9ejnmy27DUTUe9YF5Ew,260427,4,1
All The Time,Bahamas,0.711,0.468,4,-4.797,0,0.0515,0.63,0.00427,0.087,0.533,127.458,audio_features,40WXqoyOLAAugGmJWZU1FY,spotify:track:40WXqoyOLAAugGmJWZU1FY,https://api.spotify.com/v1/tracks/40WXqoyOLAAugGmJWZU1FY,https://api.spotify.com/v1/audio-analysis/40WXqoyOLAAugGmJWZU1FY,234973,4,1
All Together Now - Remastered 2009,The Beatles,0.587,0.431,2,-9.495,1,0.0686,0.0722,0.0,0.561,0.778,95.937,audio_features,2ck8lFrYAch2GPtdhpTHe3,spotify:track:2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/tracks/2ck8lFrYAch2GPtdhpTHe3,https://api.spotify.com/v1/audio-analysis/2ck8lFrYAch2GPtdhpTHe3,130893,4,1
All You Need Is Love,The Beatles,0.372,0.532,7,-7.968,1,0.0314,0.232,0.0,0.0951,0.727,102.627,audio_features,3oGGipilQmZTol8qFTR6u1,spotify:track:3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/tracks/3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/audio-analysis/3oGGipilQmZTol8qFTR6u1,220045,4,1
All Yours,Ariane Moffatt,0.719,0.638,11,-6.311,1,0.0274,0.0381,7.5e-05,0.155,0.589,112.034,audio_features,6Ul9vDvJrFNlCQpFvXSLr9,spotify:track:6Ul9vDvJrFNlCQpFvXSLr9,https://api.spotify.com/v1/tracks/6Ul9vDvJrFNlCQpFvXSLr9,https://api.spotify.com/v1/audio-analysis/6Ul9vDvJrFNlCQpFvXSLr9,154067,4,1
"Alone, Together",The Strokes,0.511,0.855,7,-5.752,1,0.0307,0.00782,0.89,0.0694,0.962,142.985,audio_features,4pXyK9GW7fuT645U0DLYYF,spotify:track:4pXyK9GW7fuT645U0DLYYF,https://api.spotify.com/v1/tracks/4pXyK9GW7fuT645U0DLYYF,https://api.spotify.com/v1/audio-analysis/4pXyK9GW7fuT645U0DLYYF,188314,4,1
"Alone, Together",The Strokes,0.515,0.863,7,-5.756,1,0.0308,0.00786,0.893,0.0616,0.961,143.017,audio_features,4UmJMAY5TqXPAnsDW1Mci7,spotify:track:4UmJMAY5TqXPAnsDW1Mci7,https://api.spotify.com/v1/tracks/4UmJMAY5TqXPAnsDW1Mci7,https://api.spotify.com/v1/audio-analysis/4UmJMAY5TqXPAnsDW1Mci7,188640,4,1
Alphabet St.,Sufjan Stevens,0.808,0.839,7,-8.966,1,0.108,0.642,0.0805,0.0818,0.856,99.986,audio_features,13Q8MH3xSfIyXSVIQpIl8H,spotify:track:13Q8MH3xSfIyXSVIQpIl8H,https://api.spotify.com/v1/tracks/13Q8MH3xSfIyXSVIQpIl8H,https://api.spotify.com/v1/audio-analysis/13Q8MH3xSfIyXSVIQpIl8H,96293,4,1
Always Something,Cage The Elephant,0.693,0.947,5,-5.22,0,0.0437,0.000886,1.67e-05,0.256,0.917,119.983,audio_features,7lWrbqRzkjLIv9SGHUDDnL,spotify:track:7lWrbqRzkjLIv9SGHUDDnL,https://api.spotify.com/v1/tracks/7lWrbqRzkjLIv9SGHUDDnL,https://api.spotify.com/v1/audio-analysis/7lWrbqRzkjLIv9SGHUDDnL,221947,4,1
Am I Wrong,They Call Me Rico,0.474,0.845,5,-7.039,1,0.0566,0.346,0.00684,0.222,0.847,108.539,audio_features,7EIYJ6ina8Zg2jmYKbje6L,spotify:track:7EIYJ6ina8Zg2jmYKbje6L,https://api.spotify.com/v1/tracks/7EIYJ6ina8Zg2jmYKbje6L,https://api.spotify.com/v1/audio-analysis/7EIYJ6ina8Zg2jmYKbje6L,209587,4,1
Amber,Electric Guest,0.652,0.573,8,-8.338,0,0.0513,0.0429,0.479,0.149,0.837,78.011,audio_features,6hUoWKThrEV9PtoPIio5TJ,spotify:track:6hUoWKThrEV9PtoPIio5TJ,https://api.spotify.com/v1/tracks/6hUoWKThrEV9PtoPIio5TJ,https://api.spotify.com/v1/audio-analysis/6hUoWKThrEV9PtoPIio5TJ,230773,4,1
American Boy (feat. Kanye West),Estelle,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,41on8RwRh22IHcChAN2gm8,spotify:track:41on8RwRh22IHcChAN2gm8,https://api.spotify.com/v1/tracks/41on8RwRh22IHcChAN2gm8,https://api.spotify.com/v1/audio-analysis/41on8RwRh22IHcChAN2gm8,284733,4,1
American Daydream,Electric Guest,0.666,0.473,5,-10.06,0,0.0454,0.154,0.00317,0.109,0.409,75.002,audio_features,7KBC17M7S7OOiuxpeKwBrM,spotify:track:7KBC17M7S7OOiuxpeKwBrM,https://api.spotify.com/v1/tracks/7KBC17M7S7OOiuxpeKwBrM,https://api.spotify.com/v1/audio-analysis/7KBC17M7S7OOiuxpeKwBrM,168627,4,1
And I Love Her - Anthology 1 Version,The Beatles,0.616,0.633,6,-6.404,0,0.0275,0.275,4.44e-05,0.173,0.857,118.849,audio_features,74Z5zhIzC2X2UQPS4OLNNp,spotify:track:74Z5zhIzC2X2UQPS4OLNNp,https://api.spotify.com/v1/tracks/74Z5zhIzC2X2UQPS4OLNNp,https://api.spotify.com/v1/audio-analysis/74Z5zhIzC2X2UQPS4OLNNp,112053,4,1
And Your Bird Can Sing - Remastered 2009,The Beatles,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,132.59,audio_features,4KRgqwb4kvBuTz1utbYxfb,spotify:track:4KRgqwb4kvBuTz1utbYxfb,https://api.spotify.com/v1/tracks/4KRgqwb4kvBuTz1utbYxfb,https://api.spotify.com/v1/audio-analysis/4KRgqwb4kvBuTz1utbYxfb,120493,4,1
"Andy, You're A Star",The Killers,0.504,0.588,1,-4.35,0,0.0253,0.233,0.00466,0.148,0.712,84.126,audio_features,3Jm6PDqIputlpeg75EtDic,spotify:track:3Jm6PDqIputlpeg75EtDic,https://api.spotify.com/v1/tracks/3Jm6PDqIputlpeg75EtDic,https://api.spotify.com/v1/audio-analysis/3Jm6PDqIputlpeg75EtDic,194080,4,1
Angel of Small Death and the Codeine Scene,Hozier,0.52,0.643,4,-5.761,1,0.0432,0.198,7e-05,0.12,0.389,94.078,audio_features,7uY7jZs5srSx3xMmyCI48T,spotify:track:7uY7jZs5srSx3xMmyCI48T,https://api.spotify.com/v1/tracks/7uY7jZs5srSx3xMmyCI48T,https://api.spotify.com/v1/audio-analysis/7uY7jZs5srSx3xMmyCI48T,219213,4,1
Animal,Miike Snow,0.774,0.721,6,-6.662,0,0.0773,0.0126,6.49e-06,0.0952,0.654,118.048,audio_features,6vSq5q5DCs1IvwKIq53hj2,spotify:track:6vSq5q5DCs1IvwKIq53hj2,https://api.spotify.com/v1/tracks/6vSq5q5DCs1IvwKIq53hj2,https://api.spotify.com/v1/audio-analysis/6vSq5q5DCs1IvwKIq53hj2,263427,4,1
Animal,Miike Snow,0.778,0.725,6,-6.607,0,0.0842,0.0121,1.74e-05,0.0934,0.674,118.012,audio_features,3HZPvDcGoiEm4GngYjELjw,spotify:track:3HZPvDcGoiEm4GngYjELjw,https://api.spotify.com/v1/tracks/3HZPvDcGoiEm4GngYjELjw,https://api.spotify.com/v1/audio-analysis/3HZPvDcGoiEm4GngYjELjw,263427,4,1
Animal - Mark Ronson Extended Remix,Miike Snow,0.879,0.764,1,-6.731,0,0.0599,0.103,0.467,0.644,0.949,116.417,audio_features,5Jj8wUicHq3X7nTXorseMr,spotify:track:5Jj8wUicHq3X7nTXorseMr,https://api.spotify.com/v1/tracks/5Jj8wUicHq3X7nTXorseMr,https://api.spotify.com/v1/audio-analysis/5Jj8wUicHq3X7nTXorseMr,298400,4,1
Anita No!,The Dø,0.726,0.578,11,-5.988,1,0.0639,0.657,0.000244,0.11,0.389,91.031,audio_features,6g3kSbl4ASleukET1mjgfp,spotify:track:6g3kSbl4ASleukET1mjgfp,https://api.spotify.com/v1/tracks/6g3kSbl4ASleukET1mjgfp,https://api.spotify.com/v1/audio-analysis/6g3kSbl4ASleukET1mjgfp,183710,4,1
Ankle Injuries,Fujiya & Miyagi,0.777,0.728,11,-6.9,1,0.0316,0.000157,0.818,0.0942,0.569,136.999,audio_features,03K4RhOIVA6t2jhHOga4w8,spotify:track:03K4RhOIVA6t2jhHOga4w8,https://api.spotify.com/v1/tracks/03K4RhOIVA6t2jhHOga4w8,https://api.spotify.com/v1/audio-analysis/03K4RhOIVA6t2jhHOga4w8,304080,4,1
Anna (Go To Him) - Remastered 2009,The Beatles,0.608,0.565,2,-11.06,1,0.0336,0.635,0.0,0.0601,0.835,109.286,audio_features,2baEFuU0gQon0hgVRioI1o,spotify:track:2baEFuU0gQon0hgVRioI1o,https://api.spotify.com/v1/tracks/2baEFuU0gQon0hgVRioI1o,https://api.spotify.com/v1/audio-analysis/2baEFuU0gQon0hgVRioI1o,177133,4,1
Annie,Mac DeMarco,0.562,0.744,1,-7.501,0,0.039,0.0972,0.463,0.135,0.561,94.468,audio_features,6o9Dt1j9ywLoX8B9dqRM5D,spotify:track:6o9Dt1j9ywLoX8B9dqRM5D,https://api.spotify.com/v1/tracks/6o9Dt1j9ywLoX8B9dqRM5D,https://api.spotify.com/v1/audio-analysis/6o9Dt1j9ywLoX8B9dqRM5D,190557,4,1
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,audio_features,5Yt80fWRB8JG73XlPjrrKP,spotify:track:5Yt80fWRB8JG73XlPjrrKP,https://api.spotify.com/v1/tracks/5Yt80fWRB8JG73XlPjrrKP,https://api.spotify.com/v1/audio-analysis/5Yt80fWRB8JG73XlPjrrKP,238747,4,1
"Another Brick in the Wall, Pt. 2",Pink Floyd,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,audio_features,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4,1
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,audio_features,3fuXKiEzDCs1IBnLHQ5CL0,spotify:track:3fuXKiEzDCs1IBnLHQ5CL0,https://api.spotify.com/v1/tracks/3fuXKiEzDCs1IBnLHQ5CL0,https://api.spotify.com/v1/audio-analysis/3fuXKiEzDCs1IBnLHQ5CL0,238747,4,1
Another Day,WhoMadeWho,0.763,0.675,1,-7.562,1,0.0328,0.091,0.0318,0.105,0.48,127.999,audio_features,1DrF8ELKgHN4WeEFeGmwoP,spotify:track:1DrF8ELKgHN4WeEFeGmwoP,https://api.spotify.com/v1/tracks/1DrF8ELKgHN4WeEFeGmwoP,https://api.spotify.com/v1/audio-analysis/1DrF8ELKgHN4WeEFeGmwoP,258653,4,1
Another Girl - Remastered 2009,The Beatles,0.516,0.638,9,-7.453,1,0.0314,0.238,0.0,0.333,0.822,88.657,audio_features,7hefVXaGsFPesbK6fKwS6F,spotify:track:7hefVXaGsFPesbK6fKwS6F,https://api.spotify.com/v1/tracks/7hefVXaGsFPesbK6fKwS6F,https://api.spotify.com/v1/audio-analysis/7hefVXaGsFPesbK6fKwS6F,125360,4,1
Another One Bites The Dust - Remastered 2011,Queen,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653,4,1
Antiaméricanisme Primaire,Loco Locass,0.776,0.773,4,-6.965,0,0.317,0.052,0.0,0.11,0.463,91.988,audio_features,63AIL0vOrm1i0DiBotDeb3,spotify:track:63AIL0vOrm1i0DiBotDeb3,https://api.spotify.com/v1/tracks/63AIL0vOrm1i0DiBotDeb3,https://api.spotify.com/v1/audio-analysis/63AIL0vOrm1i0DiBotDeb3,216960,4,1
(Antichrist Television Blues),Arcade Fire,0.447,0.952,7,-7.033,1,0.044,0.685,0.00215,0.0689,0.82,79.331,audio_features,040YNRWisvvHqy1hUW2Kxe,spotify:track:040YNRWisvvHqy1hUW2Kxe,https://api.spotify.com/v1/tracks/040YNRWisvvHqy1hUW2Kxe,https://api.spotify.com/v1/audio-analysis/040YNRWisvvHqy1hUW2Kxe,310280,4,1
Antigone,Loco Locass,0.661,0.885,7,-6.738,1,0.113,0.0851,2.53e-06,0.388,0.794,91.967,audio_features,0R5LNRyQyAdgIrBSVXN4He,spotify:track:0R5LNRyQyAdgIrBSVXN4He,https://api.spotify.com/v1/tracks/0R5LNRyQyAdgIrBSVXN4He,https://api.spotify.com/v1/audio-analysis/0R5LNRyQyAdgIrBSVXN4He,258307,4,1
Army of Me,Björk,0.541,0.748,10,-7.463,0,0.0288,0.0117,9.62e-05,0.0993,0.473,86.027,audio_features,4juNfpAxJSjVNVYS6z5afp,spotify:track:4juNfpAxJSjVNVYS6z5afp,https://api.spotify.com/v1/tracks/4juNfpAxJSjVNVYS6z5afp,https://api.spotify.com/v1/audio-analysis/4juNfpAxJSjVNVYS6z5afp,235533,3,1
Around the World,Daft Punk,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,1pKYYY0dkg23sQQXi0Q5zN,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/audio-analysis/1pKYYY0dkg23sQQXi0Q5zN,429533,4,1
Around the World - Radio Edit [Radio Edit],Daft Punk,0.934,0.76,7,-5.549,1,0.148,0.00417,0.906,0.0656,0.864,121.302,audio_features,0TxMRiAvI1s0L821BJJWzx,spotify:track:0TxMRiAvI1s0L821BJJWzx,https://api.spotify.com/v1/tracks/0TxMRiAvI1s0L821BJJWzx,https://api.spotify.com/v1/audio-analysis/0TxMRiAvI1s0L821BJJWzx,241467,4,1
As I Was Saying,Jack Johnson,0.631,0.526,0,-8.453,0,0.0276,0.181,0.000511,0.11,0.428,90.111,audio_features,29sY1Zgd4BXoVcoiVbiUXi,spotify:track:29sY1Zgd4BXoVcoiVbiUXi,https://api.spotify.com/v1/tracks/29sY1Zgd4BXoVcoiVbiUXi,https://api.spotify.com/v1/audio-analysis/29sY1Zgd4BXoVcoiVbiUXi,225547,4,1
"As the World Falls Down (From ""Labyrinth"")",The Hollywood Soundtrack Band,0.64,0.547,9,-8.153,1,0.0244,0.105,3.33e-05,0.31,0.547,98.483,audio_features,1oCeqLHu214KyuL7M3zy7B,spotify:track:1oCeqLHu214KyuL7M3zy7B,https://api.spotify.com/v1/tracks/1oCeqLHu214KyuL7M3zy7B,https://api.spotify.com/v1/audio-analysis/1oCeqLHu214KyuL7M3zy7B,291822,4,1
Automatic Stop,The Strokes,0.676,0.535,1,-6.109,1,0.0376,0.00329,0.719,0.104,0.914,105.92,audio_features,4spZbGNty5ov8s2smDzNPT,spotify:track:4spZbGNty5ov8s2smDzNPT,https://api.spotify.com/v1/tracks/4spZbGNty5ov8s2smDzNPT,https://api.spotify.com/v1/audio-analysis/4spZbGNty5ov8s2smDzNPT,207133,4,1
Automatic Stop,The Strokes,0.675,0.535,1,-6.109,1,0.0376,0.00329,0.719,0.104,0.914,105.921,audio_features,6DUKQUhWqUySYngLXLNwP2,spotify:track:6DUKQUhWqUySYngLXLNwP2,https://api.spotify.com/v1/tracks/6DUKQUhWqUySYngLXLNwP2,https://api.spotify.com/v1/audio-analysis/6DUKQUhWqUySYngLXLNwP2,207133,4,1
Avant Que Vienne L'avalanche,Damien Robitaille,0.735,0.597,3,-7.901,0,0.032,0.352,0.00845,0.0823,0.855,134.995,audio_features,63RfInh5K86gAXzuZb0WUN,spotify:track:63RfInh5K86gAXzuZb0WUN,https://api.spotify.com/v1/tracks/63RfInh5K86gAXzuZb0WUN,https://api.spotify.com/v1/audio-analysis/63RfInh5K86gAXzuZb0WUN,183547,4,1
ave cesaria,Stromae,0.724,0.659,11,-8.254,0,0.202,0.117,2.89e-06,0.208,0.377,113.009,audio_features,66u6ycRUqlrW9C05QJUmSo,spotify:track:66u6ycRUqlrW9C05QJUmSo,https://api.spotify.com/v1/tracks/66u6ycRUqlrW9C05QJUmSo,https://api.spotify.com/v1/audio-analysis/66u6ycRUqlrW9C05QJUmSo,249520,4,1
avf,Stromae,0.848,0.686,10,-8.042,0,0.153,0.00363,1.13e-05,0.0597,0.846,137.009,audio_features,5a9vdoeBuXGewh9Oe0CfKA,spotify:track:5a9vdoeBuXGewh9Oe0CfKA,https://api.spotify.com/v1/tracks/5a9vdoeBuXGewh9Oe0CfKA,https://api.spotify.com/v1/audio-analysis/5a9vdoeBuXGewh9Oe0CfKA,225053,4,1
Awake,Electric Guest,0.566,0.593,11,-7.348,1,0.0349,0.0206,0.0654,0.121,0.806,111.001,audio_features,6bOdnGr6DSO4vmkXS3y4UM,spotify:track:6bOdnGr6DSO4vmkXS3y4UM,https://api.spotify.com/v1/tracks/6bOdnGr6DSO4vmkXS3y4UM,https://api.spotify.com/v1/audio-analysis/6bOdnGr6DSO4vmkXS3y4UM,300867,4,1
Awkward - EP Version,San Cisco,0.6,0.877,9,-5.768,1,0.11,0.076,9.75e-05,0.107,0.921,161.885,audio_features,3qjF2EzZ7Kx0VD1AooRFjy,spotify:track:3qjF2EzZ7Kx0VD1AooRFjy,https://api.spotify.com/v1/tracks/3qjF2EzZ7Kx0VD1AooRFjy,https://api.spotify.com/v1/audio-analysis/3qjF2EzZ7Kx0VD1AooRFjy,153933,4,1
Baby Be Mine,Michael Jackson,0.829,0.663,11,-4.61,0,0.0794,0.167,1.68e-05,0.109,0.668,109.652,audio_features,3bMveJpCPytU79V5A61Bb7,spotify:track:3bMveJpCPytU79V5A61Bb7,https://api.spotify.com/v1/tracks/3bMveJpCPytU79V5A61Bb7,https://api.spotify.com/v1/audio-analysis/3bMveJpCPytU79V5A61Bb7,260187,4,1
