song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
Present Tense,Radiohead,0.479,0.407,1,-12.428,0,0.0346,0.912,0.401,0.11,0.338,91.91,audio_features,4eruRiSfDY1jdT03hjyi0i,spotify:track:4eruRiSfDY1jdT03hjyi0i,https://api.spotify.com/v1/tracks/4eruRiSfDY1jdT03hjyi0i,https://api.spotify.com/v1/audio-analysis/4eruRiSfDY1jdT03hjyi0i,306581,4,2
Pull Away,Leon Bridges,0.639,0.468,5,-8.329,1,0.0231,0.454,0.00976,0.12,0.42,97.525,audio_features,2AMfSTT0oPLON96dztugKE,spotify:track:2AMfSTT0oPLON96dztugKE,https://api.spotify.com/v1/tracks/2AMfSTT0oPLON96dztugKE,https://api.spotify.com/v1/audio-analysis/2AMfSTT0oPLON96dztugKE,180053,3,2
"Pumpkin And Honey Bunny - Dialogue Excerpt From ""Pulp Fiction""",Tim Roth,0.0,0.484,9,-12.296,1,0.0,0.909,0.0,0.848,0.0,0.0,audio_features,1BFljSFgnkf4UpUDKwCo4d,spotify:track:1BFljSFgnkf4UpUDKwCo4d,https://api.spotify.com/v1/tracks/1BFljSFgnkf4UpUDKwCo4d,https://api.spotify.com/v1/audio-analysis/1BFljSFgnkf4UpUDKwCo4d,13773,0,2
Pusher,alt-J,0.619,0.0488,2,-18.962,1,0.061,0.949,0.000523,0.131,0.101,114.685,audio_features,2H6NbSsccvcT1j4jwAjDmf,spotify:track:2H6NbSsccvcT1j4jwAjDmf,https://api.spotify.com/v1/tracks/2H6NbSsccvcT1j4jwAjDmf,https://api.spotify.com/v1/audio-analysis/2H6NbSsccvcT1j4jwAjDmf,209271,4,2
Put Your Back N2 It,Perfume Genius,0.188,0.0962,6,-16.219,1,0.0353,0.934,0.207,0.106,0.0859,90.853,audio_features,33QybkW2oE8P18FbQrV0Qg,spotify:track:33QybkW2oE8P18FbQrV0Qg,https://api.spotify.com/v1/tracks/33QybkW2oE8P18FbQrV0Qg,https://api.spotify.com/v1/audio-analysis/33QybkW2oE8P18FbQrV0Qg,189800,3,2
Puttin It Down - Acoustic Version,Unknown Mortal Orchestra,0.726,0.151,11,-12.037,0,0.0353,0.767,0.00593,0.148,0.418,100.077,audio_features,02mfknmIC7aStQ7dK0Pszx,spotify:track:02mfknmIC7aStQ7dK0Pszx,https://api.spotify.com/v1/tracks/02mfknmIC7aStQ7dK0Pszx,https://api.spotify.com/v1/audio-analysis/02mfknmIC7aStQ7dK0Pszx,154480,4,2
Pyramid Song,Radiohead,0.127,0.335,11,-8.298,0,0.0329,0.786,0.427,0.111,0.0686,77.078,audio_features,3C323D2bvI4P3l9OZ6dBw0,spotify:track:3C323D2bvI4P3l9OZ6dBw0,https://api.spotify.com/v1/tracks/3C323D2bvI4P3l9OZ6dBw0,https://api.spotify.com/v1/audio-analysis/3C323D2bvI4P3l9OZ6dBw0,288733,4,2
quand c'est ?,Stromae,0.432,0.369,8,-12.543,1,0.146,0.104,6.57e-06,0.093,0.234,102.516,audio_features,6sAtOPSyH7lmdazTYqOxjC,spotify:track:6sAtOPSyH7lmdazTYqOxjC,https://api.spotify.com/v1/tracks/6sAtOPSyH7lmdazTYqOxjC,https://api.spotify.com/v1/audio-analysis/6sAtOPSyH7lmdazTYqOxjC,180533,4,2
The Quiet Crowd,Patrick Watson,0.499,0.179,7,-12.453,0,0.0369,0.94,0.000464,0.109,0.0989,101.688,audio_features,4JXS5321zaOUWePJC5FybQ,spotify:track:4JXS5321zaOUWePJC5FybQ,https://api.spotify.com/v1/tracks/4JXS5321zaOUWePJC5FybQ,https://api.spotify.com/v1/audio-analysis/4JXS5321zaOUWePJC5FybQ,236907,4,2
Real Love,Regina Spektor,0.36,0.164,8,-10.437,1,0.0335,0.965,0.00201,0.169,0.165,175.786,audio_features,29dH1mKSVD7JEJFDGA3pJH,spotify:track:29dH1mKSVD7JEJFDGA3pJH,https://api.spotify.com/v1/tracks/29dH1mKSVD7JEJFDGA3pJH,https://api.spotify.com/v1/audio-analysis/29dH1mKSVD7JEJFDGA3pJH,236907,4,2
Reckoner,Radiohead,0.518,0.656,4,-7.438,0,0.0264,0.511,0.156,0.0679,0.203,104.282,audio_features,56Z7hbyMrndw1naxb6I5Oi,spotify:track:56Z7hbyMrndw1naxb6I5Oi,https://api.spotify.com/v1/tracks/56Z7hbyMrndw1naxb6I5Oi,https://api.spotify.com/v1/audio-analysis/56Z7hbyMrndw1naxb6I5Oi,290213,4,2
Redemption Song,Bob Marley & The Wailers,0.671,0.256,7,-10.743,1,0.0387,0.608,0.0,0.0737,0.694,115.871,audio_features,26PwuMotZqcczKLHi4Htz3,spotify:track:26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/tracks/26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/audio-analysis/26PwuMotZqcczKLHi4Htz3,233560,4,2
Ressac sur ta peau,Philippe Brach,0.444,0.375,9,-8.049,1,0.0402,0.916,0.000192,0.362,0.126,99.838,audio_features,3yTe5fMC83PJpUGYC2Q2n9,spotify:track:3yTe5fMC83PJpUGYC2Q2n9,https://api.spotify.com/v1/tracks/3yTe5fMC83PJpUGYC2Q2n9,https://api.spotify.com/v1/audio-analysis/3yTe5fMC83PJpUGYC2Q2n9,279040,4,2
Rest,Michael Kiwanuka,0.633,0.215,7,-11.979,0,0.0276,0.619,0.0509,0.128,0.338,77.606,audio_features,0YTRZ3oWwIxgdu9Sx8pFkc,spotify:track:0YTRZ3oWwIxgdu9Sx8pFkc,https://api.spotify.com/v1/tracks/0YTRZ3oWwIxgdu9Sx8pFkc,https://api.spotify.com/v1/audio-analysis/0YTRZ3oWwIxgdu9Sx8pFkc,230200,4,2
Revolution 9 - Remastered 2009,The Beatles,0.208,0.615,2,-15.297,0,0.342,0.769,0.118,0.824,0.101,91.158,audio_features,5dZ8PeKKZJLIQAWNTdp8WX,spotify:track:5dZ8PeKKZJLIQAWNTdp8WX,https://api.spotify.com/v1/tracks/5dZ8PeKKZJLIQAWNTdp8WX,https://api.spotify.com/v1/audio-analysis/5dZ8PeKKZJLIQAWNTdp8WX,502013,4,2
Riptide - Live from Spotify London,Vance Joy,0.571,0.356,0,-13.506,1,0.0657,0.945,3e-05,0.112,0.636,102.19,audio_features,5UcDFuZnsgtXTuN7GO79Wf,spotify:track:5UcDFuZnsgtXTuN7GO79Wf,https://api.spotify.com/v1/tracks/5UcDFuZnsgtXTuN7GO79Wf,https://api.spotify.com/v1/audio-analysis/5UcDFuZnsgtXTuN7GO79Wf,189893,4,2
River,Leon Bridges,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,audio_features,3hhbDnFUb2bicI2df6VurK,spotify:track:3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/tracks/3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/audio-analysis/3hhbDnFUb2bicI2df6VurK,240200,4,2
Rocky Raccoon - Anthology 3 Version,The Beatles,0.611,0.29,7,-11.052,1,0.0548,0.689,0.0,0.361,0.648,75.926,audio_features,4z6iezaEzhJiyZdjazGH5z,spotify:track:4z6iezaEzhJiyZdjazGH5z,https://api.spotify.com/v1/tracks/4z6iezaEzhJiyZdjazGH5z,https://api.spotify.com/v1/audio-analysis/4z6iezaEzhJiyZdjazGH5z,252600,4,2
Rocky Raccoon - Remastered 2009,The Beatles,0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,audio_features,1ITQbrueGLl581a25XXm9c,spotify:track:1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107,4,2
Rollercoaster Ride,The Whitest Boy Alive,0.753,0.304,2,-9.859,0,0.0516,0.592,0.078,0.108,0.377,75.52,audio_features,0EmH4HVAsMSoTjaaDqmkWZ,spotify:track:0EmH4HVAsMSoTjaaDqmkWZ,https://api.spotify.com/v1/tracks/0EmH4HVAsMSoTjaaDqmkWZ,https://api.spotify.com/v1/audio-analysis/0EmH4HVAsMSoTjaaDqmkWZ,159880,4,2
Roman savon,TRICOT MACHINE,0.497,0.413,4,-9.42,1,0.0422,0.957,0.0164,0.475,0.554,125.649,audio_features,7yZFuytqupKIqf9powLVqL,spotify:track:7yZFuytqupKIqf9powLVqL,https://api.spotify.com/v1/tracks/7yZFuytqupKIqf9powLVqL,https://api.spotify.com/v1/audio-analysis/7yZFuytqupKIqf9powLVqL,155013,4,2
Rose (Green Version),WhoMadeWho,0.325,0.333,2,-10.127,1,0.0294,0.773,0.219,0.12,0.0672,112.943,audio_features,3OyJBNeBM9FZOYuQTfO8Hn,spotify:track:3OyJBNeBM9FZOYuQTfO8Hn,https://api.spotify.com/v1/tracks/3OyJBNeBM9FZOYuQTfO8Hn,https://api.spotify.com/v1/audio-analysis/3OyJBNeBM9FZOYuQTfO8Hn,196053,4,2
"Roulez, commencez",Radio Radio,0.539,0.637,3,-12.093,1,0.117,0.834,0.0201,0.137,0.391,92.038,audio_features,6zKsGoAXLo8Y4p2Pfr3c7O,spotify:track:6zKsGoAXLo8Y4p2Pfr3c7O,https://api.spotify.com/v1/tracks/6zKsGoAXLo8Y4p2Pfr3c7O,https://api.spotify.com/v1/audio-analysis/6zKsGoAXLo8Y4p2Pfr3c7O,193973,4,2
"Royale With Cheese - Dialogue Excerpt From ""Pulp Fiction""",John Travolta,0.553,0.745,6,-17.07,1,0.589,0.766,0.0,0.513,0.183,108.349,audio_features,2Km3DDRk7jEIcWhKvllbst,spotify:track:2Km3DDRk7jEIcWhKvllbst,https://api.spotify.com/v1/tracks/2Km3DDRk7jEIcWhKvllbst,https://api.spotify.com/v1/audio-analysis/2Km3DDRk7jEIcWhKvllbst,103467,3,2
Rubber Ball,Cage The Elephant,0.431,0.278,5,-15.634,1,0.0292,0.802,1.53e-05,0.0752,0.0568,82.053,audio_features,4Xl5Pl29kOTE9UVBL7kewR,spotify:track:4Xl5Pl29kOTE9UVBL7kewR,https://api.spotify.com/v1/tracks/4Xl5Pl29kOTE9UVBL7kewR,https://api.spotify.com/v1/audio-analysis/4Xl5Pl29kOTE9UVBL7kewR,227787,3,2
Rules of Legal Love,Ariane Moffatt,0.484,0.367,4,-8.425,1,0.0263,0.254,0.0127,0.0946,0.208,142.348,audio_features,1Cm7LULbxoWDnMkXN7U8qf,spotify:track:1Cm7LULbxoWDnMkXN7U8qf,https://api.spotify.com/v1/tracks/1Cm7LULbxoWDnMkXN7U8qf,https://api.spotify.com/v1/audio-analysis/1Cm7LULbxoWDnMkXN7U8qf,250920,4,2
Running,Milky Chance,0.642,0.52,7,-10.287,1,0.0524,0.663,0.0989,0.0601,0.198,79.013,audio_features,2CVeqoap0AwLbdjWr6Rraq,spotify:track:2CVeqoap0AwLbdjWr6Rraq,https://api.spotify.com/v1/tracks/2CVeqoap0AwLbdjWr6Rraq,https://api.spotify.com/v1/audio-analysis/2CVeqoap0AwLbdjWr6Rraq,268000,4,2
Sacred Heart,Feist,0.78,0.422,7,-14.554,1,0.0609,0.838,0.0155,0.0874,0.356,101.178,audio_features,1asqnL9zicBYGMBbm46s5T,spotify:track:1asqnL9zicBYGMBbm46s5T,https://api.spotify.com/v1/tracks/1asqnL9zicBYGMBbm46s5T,https://api.spotify.com/v1/audio-analysis/1asqnL9zicBYGMBbm46s5T,229373,4,2
Sadnecessary,Milky Chance,0.773,0.541,9,-10.717,1,0.0773,0.805,0.0138,0.256,0.441,107.988,audio_features,3aPW0SCUC0Txfx3DnkffjB,spotify:track:3aPW0SCUC0Txfx3DnkffjB,https://api.spotify.com/v1/tracks/3aPW0SCUC0Txfx3DnkffjB,https://api.spotify.com/v1/audio-analysis/3aPW0SCUC0Txfx3DnkffjB,297973,4,2
Sadnecessary,Milky Chance,0.757,0.542,9,-10.674,1,0.0775,0.796,0.0196,0.265,0.466,107.988,audio_features,3T09uysRqZeC0YtM8lgY4J,spotify:track:3T09uysRqZeC0YtM8lgY4J,https://api.spotify.com/v1/tracks/3T09uysRqZeC0YtM8lgY4J,https://api.spotify.com/v1/audio-analysis/3T09uysRqZeC0YtM8lgY4J,298000,4,2
Sailing To Nowhere,Broken Bells,0.585,0.425,10,-8.174,0,0.0302,0.718,0.0581,0.254,0.143,125.928,audio_features,2WDNbhYU8rb0aYMuaKoQUz,spotify:track:2WDNbhYU8rb0aYMuaKoQUz,https://api.spotify.com/v1/tracks/2WDNbhYU8rb0aYMuaKoQUz,https://api.spotify.com/v1/audio-analysis/2WDNbhYU8rb0aYMuaKoQUz,226067,3,2
Salvapantallas,Jorge Drexler,0.707,0.326,11,-9.174,1,0.0293,0.723,0.0541,0.119,0.512,133.009,audio_features,6oxGdDLyfL4ek2jCsEOlTN,spotify:track:6oxGdDLyfL4ek2jCsEOlTN,https://api.spotify.com/v1/tracks/6oxGdDLyfL4ek2jCsEOlTN,https://api.spotify.com/v1/audio-analysis/6oxGdDLyfL4ek2jCsEOlTN,272133,4,2
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899,audio_features,5oLyUnHXzkgBzcEr73hiaC,spotify:track:5oLyUnHXzkgBzcEr73hiaC,https://api.spotify.com/v1/tracks/5oLyUnHXzkgBzcEr73hiaC,https://api.spotify.com/v1/audio-analysis/5oLyUnHXzkgBzcEr73hiaC,320035,4,2
Santa Claus Is Coming To Town,Sufjan Stevens,0.662,0.402,0,-10.118,1,0.0274,0.723,0.0,0.257,0.392,94.985,audio_features,59mehFxcJXQ8yvgLhSnAzz,spotify:track:59mehFxcJXQ8yvgLhSnAzz,https://api.spotify.com/v1/tracks/59mehFxcJXQ8yvgLhSnAzz,https://api.spotify.com/v1/audio-analysis/59mehFxcJXQ8yvgLhSnAzz,160920,4,2
Saskatchewan,Les Trois Accords,0.53,0.443,2,-8.966,1,0.0281,0.0153,0.000806,0.114,0.0886,123.985,audio_features,6j9WfeZntMAy9rl8txpK7g,spotify:track:6j9WfeZntMAy9rl8txpK7g,https://api.spotify.com/v1/tracks/6j9WfeZntMAy9rl8txpK7g,https://api.spotify.com/v1/audio-analysis/6j9WfeZntMAy9rl8txpK7g,264827,3,2
The Scientist,Coldplay,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4,2
Sea Of Time - Remastered 2009,George Martin,0.237,0.096,2,-20.629,0,0.0387,0.971,0.0961,0.203,0.0629,128.054,audio_features,6FvhNdlAom6yYHa8ekAaAM,spotify:track:6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/tracks/6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/audio-analysis/6FvhNdlAom6yYHa8ekAaAM,180213,4,2
Seven Swans,Sufjan Stevens,0.576,0.25,2,-10.747,1,0.0336,0.921,0.0721,0.077,0.16,94.649,audio_features,6QbQc7smvAcK63Y0XQVmWe,spotify:track:6QbQc7smvAcK63Y0XQVmWe,https://api.spotify.com/v1/tracks/6QbQc7smvAcK63Y0XQVmWe,https://api.spotify.com/v1/audio-analysis/6QbQc7smvAcK63Y0XQVmWe,393347,3,2
Sexy Sadie - Anthology 3 Version,The Beatles,0.576,0.386,7,-9.971,1,0.03,0.287,0.0,0.117,0.251,129.894,audio_features,6nFgv3GWcsoTZKGHLsIoZk,spotify:track:6nFgv3GWcsoTZKGHLsIoZk,https://api.spotify.com/v1/tracks/6nFgv3GWcsoTZKGHLsIoZk,https://api.spotify.com/v1/audio-analysis/6nFgv3GWcsoTZKGHLsIoZk,246587,4,2
Shake Your Boat,WhoMadeWho,0.502,0.365,5,-14.514,1,0.0735,0.844,0.139,0.29,0.21,124.973,audio_features,1K5u06F9eS8rgh517B0QDS,spotify:track:1K5u06F9eS8rgh517B0QDS,https://api.spotify.com/v1/tracks/1K5u06F9eS8rgh517B0QDS,https://api.spotify.com/v1/audio-analysis/1K5u06F9eS8rgh517B0QDS,217027,4,2
Shake Your Boat (Green Version),WhoMadeWho,0.501,0.285,7,-12.629,1,0.0283,0.855,0.00152,0.103,0.286,103.553,audio_features,3a2ex0INR2jz3D69mn9Un3,spotify:track:3a2ex0INR2jz3D69mn9Un3,https://api.spotify.com/v1/tracks/3a2ex0INR2jz3D69mn9Un3,https://api.spotify.com/v1/audio-analysis/3a2ex0INR2jz3D69mn9Un3,108493,4,2
The She,The Breeders,0.723,0.42,1,-13.331,0,0.0488,0.141,0.363,0.316,0.221,98.665,audio_features,5F4TToOLKYPEW0HnGMCvtB,spotify:track:5F4TToOLKYPEW0HnGMCvtB,https://api.spotify.com/v1/tracks/5F4TToOLKYPEW0HnGMCvtB,https://api.spotify.com/v1/audio-analysis/5F4TToOLKYPEW0HnGMCvtB,241307,4,2
She Came In Through The Bathroom Window - Anthology 3 Version,The Beatles,0.718,0.308,2,-11.324,1,0.0387,0.183,0.0,0.246,0.473,71.574,audio_features,4DnyEu7xKDA4Xn54LmQi17,spotify:track:4DnyEu7xKDA4Xn54LmQi17,https://api.spotify.com/v1/tracks/4DnyEu7xKDA4Xn54LmQi17,https://api.spotify.com/v1/audio-analysis/4DnyEu7xKDA4Xn54LmQi17,216867,4,2
She Just Won't Believe Me,Tame Impala,0.138,0.28,0,-7.66,1,0.0368,0.219,0.0204,0.37,0.0752,141.335,audio_features,4Klyx5dYqZV9YefSecDwDv,spotify:track:4Klyx5dYqZV9YefSecDwDv,https://api.spotify.com/v1/tracks/4Klyx5dYqZV9YefSecDwDv,https://api.spotify.com/v1/audio-analysis/4Klyx5dYqZV9YefSecDwDv,57173,3,2
She Loves You,Rita Lee,0.758,0.374,7,-13.675,1,0.0392,0.601,0.0197,0.282,0.348,137.045,audio_features,1a56wRkbBjtglKTwyGdROw,spotify:track:1a56wRkbBjtglKTwyGdROw,https://api.spotify.com/v1/tracks/1a56wRkbBjtglKTwyGdROw,https://api.spotify.com/v1/audio-analysis/1a56wRkbBjtglKTwyGdROw,158160,4,2
She's Leaving Home - Remastered 2009,The Beatles,0.381,0.214,4,-11.629,1,0.0337,0.944,0.0,0.106,0.393,127.581,audio_features,3PjMtNzwhDHqxoKudm6GvF,spotify:track:3PjMtNzwhDHqxoKudm6GvF,https://api.spotify.com/v1/tracks/3PjMtNzwhDHqxoKudm6GvF,https://api.spotify.com/v1/audio-analysis/3PjMtNzwhDHqxoKudm6GvF,215160,3,2
Shine,Leon Bridges,0.49,0.491,0,-10.24,1,0.0402,0.669,0.0086,0.114,0.482,129.728,audio_features,4ulfW2HeDJQxa93d6XI4am,spotify:track:4ulfW2HeDJQxa93d6XI4am,https://api.spotify.com/v1/tracks/4ulfW2HeDJQxa93d6XI4am,https://api.spotify.com/v1/audio-analysis/4ulfW2HeDJQxa93d6XI4am,217493,3,2
Should Have Known Better,Sufjan Stevens,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972,audio_features,5I6y1KWmUoV5YCaIEcs1qs,spotify:track:5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/tracks/5I6y1KWmUoV5YCaIEcs1qs,https://api.spotify.com/v1/audio-analysis/5I6y1KWmUoV5YCaIEcs1qs,307698,4,2
The Show Must Go On,Pink Floyd,0.57,0.198,7,-16.919,1,0.0294,0.435,0.125,0.262,0.326,129.048,audio_features,077OhUjy58qkjscrXjW696,spotify:track:077OhUjy58qkjscrXjW696,https://api.spotify.com/v1/tracks/077OhUjy58qkjscrXjW696,https://api.spotify.com/v1/audio-analysis/077OhUjy58qkjscrXjW696,96560,4,2
Si tu reviens,Louis-Jean Cormier,0.485,0.406,4,-9.541,0,0.0369,0.694,0.0,0.0739,0.54,74.547,audio_features,3YVISWunu7CRwkRNikYubw,spotify:track:3YVISWunu7CRwkRNikYubw,https://api.spotify.com/v1/tracks/3YVISWunu7CRwkRNikYubw,https://api.spotify.com/v1/audio-analysis/3YVISWunu7CRwkRNikYubw,204013,4,2
Sick In The Head,The Lumineers,0.607,0.369,7,-11.741,1,0.0307,0.783,0.0767,0.213,0.397,124.1,audio_features,0UDWWpuNcRbDeCibNgz1Aa,spotify:track:0UDWWpuNcRbDeCibNgz1Aa,https://api.spotify.com/v1/tracks/0UDWWpuNcRbDeCibNgz1Aa,https://api.spotify.com/v1/audio-analysis/0UDWWpuNcRbDeCibNgz1Aa,151467,4,2
Silent Night,Sufjan Stevens,0.386,0.382,9,-13.799,1,0.0312,0.904,0.0156,0.108,0.287,97.331,audio_features,2z3m6rKFC6rQ3MN0MwAXqf,spotify:track:2z3m6rKFC6rQ3MN0MwAXqf,https://api.spotify.com/v1/tracks/2z3m6rKFC6rQ3MN0MwAXqf,https://api.spotify.com/v1/audio-analysis/2z3m6rKFC6rQ3MN0MwAXqf,146173,3,2
Sinister Foxx,The Breeders,0.503,0.221,9,-13.863,0,0.047,0.499,0.00497,0.114,0.212,63.626,audio_features,0SXCMWabc0M4U1y1dFPKWc,spotify:track:0SXCMWabc0M4U1y1dFPKWc,https://api.spotify.com/v1/tracks/0SXCMWabc0M4U1y1dFPKWc,https://api.spotify.com/v1/audio-analysis/0SXCMWabc0M4U1y1dFPKWc,255893,4,2
Sister,Sufjan Stevens,0.41,0.348,4,-9.7,1,0.0261,0.121,0.245,0.138,0.248,101.656,audio_features,4BbNWADUUZI4SNq6wk6d5A,spotify:track:4BbNWADUUZI4SNq6wk6d5A,https://api.spotify.com/v1/tracks/4BbNWADUUZI4SNq6wk6d5A,https://api.spotify.com/v1/audio-analysis/4BbNWADUUZI4SNq6wk6d5A,360840,3,2
Sister Song,Perfume Genius,0.429,0.103,4,-18.283,1,0.0582,0.926,0.0,0.115,0.156,72.464,audio_features,2FWIv8b2MsV1L5MrsIXPiV,spotify:track:2FWIv8b2MsV1L5MrsIXPiV,https://api.spotify.com/v1/tracks/2FWIv8b2MsV1L5MrsIXPiV,https://api.spotify.com/v1/audio-analysis/2FWIv8b2MsV1L5MrsIXPiV,146213,4,2
Size Too Small,Sufjan Stevens,0.595,0.186,5,-17.101,1,0.0337,0.928,0.405,0.124,0.378,160.052,audio_features,6cQnQAaUzKnsTOiPuo5YWa,spotify:track:6cQnQAaUzKnsTOiPuo5YWa,https://api.spotify.com/v1/tracks/6cQnQAaUzKnsTOiPuo5YWa,https://api.spotify.com/v1/audio-analysis/6cQnQAaUzKnsTOiPuo5YWa,184867,4,2
Skinny Love,Bon Iver,0.593,0.263,4,-14.029,0,0.0567,0.844,5.36e-06,0.127,0.109,76.379,audio_features,2cbic3TiUENlJX91y67ARR,spotify:track:2cbic3TiUENlJX91y67ARR,https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,https://api.spotify.com/v1/audio-analysis/2cbic3TiUENlJX91y67ARR,238520,4,2
Skiptracing (Reprise),Mild High Club,0.304,0.202,4,-21.85,0,0.0366,0.24,0.211,0.306,0.277,114.091,audio_features,57vjVHYfuucUUEtrKq4MBB,spotify:track:57vjVHYfuucUUEtrKq4MBB,https://api.spotify.com/v1/tracks/57vjVHYfuucUUEtrKq4MBB,https://api.spotify.com/v1/audio-analysis/57vjVHYfuucUUEtrKq4MBB,33013,3,2
Sleep On The Floor,The Lumineers,0.39,0.431,7,-8.045,1,0.0344,0.249,0.0,0.13,0.275,141.993,audio_features,2d9totnSVmmczPtHFl8Ys6,spotify:track:2d9totnSVmmczPtHFl8Ys6,https://api.spotify.com/v1/tracks/2d9totnSVmmczPtHFl8Ys6,https://api.spotify.com/v1/audio-analysis/2d9totnSVmmczPtHFl8Ys6,211840,4,2
Sleeping Beauty,Patrick Watson,0.179,0.518,0,-12.078,0,0.0427,0.737,0.167,0.0966,0.124,167.013,audio_features,0YcAwze5Qgfid3wbxh6Dsi,spotify:track:0YcAwze5Qgfid3wbxh6Dsi,https://api.spotify.com/v1/tracks/0YcAwze5Qgfid3wbxh6Dsi,https://api.spotify.com/v1/audio-analysis/0YcAwze5Qgfid3wbxh6Dsi,333773,3,2
Sleeping Beauty,Patrick Watson,0.178,0.517,0,-12.123,0,0.0396,0.752,0.18,0.0829,0.13,166.979,audio_features,2TLLwQWQpvSBGdgQRUfPix,spotify:track:2TLLwQWQpvSBGdgQRUfPix,https://api.spotify.com/v1/tracks/2TLLwQWQpvSBGdgQRUfPix,https://api.spotify.com/v1/audio-analysis/2TLLwQWQpvSBGdgQRUfPix,333773,3,2
The Sleigh in the Moon,Sufjan Stevens,0.271,0.178,0,-17.231,1,0.0371,0.928,0.148,0.103,0.0717,88.69,audio_features,2zuSzx34tUu53gQGowg4dO,spotify:track:2zuSzx34tUu53gQGowg4dO,https://api.spotify.com/v1/tracks/2zuSzx34tUu53gQGowg4dO,https://api.spotify.com/v1/audio-analysis/2zuSzx34tUu53gQGowg4dO,104173,3,2
Slip Into Your Skin,Patrick Watson,0.33,0.177,5,-13.625,1,0.0289,0.855,0.00941,0.0981,0.0954,102.109,audio_features,0LtvoR36bNbr18ncj9Yf8P,spotify:track:0LtvoR36bNbr18ncj9Yf8P,https://api.spotify.com/v1/tracks/0LtvoR36bNbr18ncj9Yf8P,https://api.spotify.com/v1/audio-analysis/0LtvoR36bNbr18ncj9Yf8P,217560,3,2
Slip Into Your Skin,Patrick Watson,0.345,0.175,5,-13.651,1,0.0282,0.857,0.0144,0.0966,0.0902,102.261,audio_features,3Gp29iL06jtTt6edXJz3Br,spotify:track:3Gp29iL06jtTt6edXJz3Br,https://api.spotify.com/v1/tracks/3Gp29iL06jtTt6edXJz3Br,https://api.spotify.com/v1/audio-analysis/3Gp29iL06jtTt6edXJz3Br,217560,3,2
Slipped,The National,0.473,0.423,1,-10.165,0,0.0346,0.779,0.00393,0.0952,0.157,115.944,audio_features,3QinothXo6s9uhwCXlI8wp,spotify:track:3QinothXo6s9uhwCXlI8wp,https://api.spotify.com/v1/tracks/3QinothXo6s9uhwCXlI8wp,https://api.spotify.com/v1/audio-analysis/3QinothXo6s9uhwCXlI8wp,265067,4,2
Slow It Down,The Lumineers,0.432,0.0657,1,-14.451,1,0.0377,0.925,0.0,0.0974,0.0992,142.381,audio_features,014eSwghnrxfNEyXEyg3zK,spotify:track:014eSwghnrxfNEyXEyg3zK,https://api.spotify.com/v1/tracks/014eSwghnrxfNEyXEyg3zK,https://api.spotify.com/v1/audio-analysis/014eSwghnrxfNEyXEyg3zK,306987,4,2
Small Wonders (Green Version),WhoMadeWho,0.539,0.316,9,-11.396,1,0.0353,0.822,0.0679,0.106,0.0684,110.018,audio_features,7IiRqqyxSgmXYnuKLt48KL,spotify:track:7IiRqqyxSgmXYnuKLt48KL,https://api.spotify.com/v1/tracks/7IiRqqyxSgmXYnuKLt48KL,https://api.spotify.com/v1/audio-analysis/7IiRqqyxSgmXYnuKLt48KL,166400,4,2
Snow Plow,Bahamas,0.528,0.259,11,-10.08,1,0.0311,0.616,0.122,0.137,0.194,99.43,audio_features,42RCKtOwMcxNUIHsPpFIR7,spotify:track:42RCKtOwMcxNUIHsPpFIR7,https://api.spotify.com/v1/tracks/42RCKtOwMcxNUIHsPpFIR7,https://api.spotify.com/v1/audio-analysis/42RCKtOwMcxNUIHsPpFIR7,181360,4,2
